location,forecast_date,target_date,week_of_season,season_year,actual,predicted,residual_log
Nevada,2024-11-02,2024-11-16,0,2024,43.0,19.19343660985203,0.778832002613496
New Hampshire,2024-11-02,2024-11-16,0,2024,6.0,1.9390885925822712,0.867810618288475
New Jersey,2024-11-02,2024-11-16,0,2024,37.0,33.57937312062148,0.0943288080155078
New Mexico,2024-11-02,2024-11-16,0,2024,21.0,12.880936068385624,0.4605260604682186
New York,2024-11-02,2024-11-16,0,2024,63.0,24.650536877449696,0.9143185810672164
North Carolina,2024-11-02,2024-11-16,0,2024,38.0,144.30487631404517,-1.315272484200353
North Dakota,2024-11-02,2024-11-16,0,2024,1.0,3.196415846768492,-0.7410836105850439
Ohio,2024-11-02,2024-11-16,0,2024,40.0,101.41040115390204,-0.9154162145114082
Oklahoma,2024-11-02,2024-11-16,0,2024,13.0,32.25360747584159,-0.8651059271154251
Oregon,2024-11-02,2024-11-16,0,2024,36.0,8.601664827023397,1.3489814097242498
Pennsylvania,2024-11-02,2024-11-16,0,2024,111.0,138.58200459918947,-0.2201534038413743
Puerto Rico,2024-11-02,2024-11-16,0,2024,228.0,39.33979416828079,1.6
Rhode Island,2024-11-02,2024-11-16,0,2024,0.0,4.897199769894986,-1.6
South Carolina,2024-11-02,2024-11-16,0,2024,13.0,15.487359237277424,-0.163536650849799
South Dakota,2024-11-02,2024-11-16,0,2024,0.0,3.999806932688772,-1.6
Tennessee,2024-11-02,2024-11-16,0,2024,94.0,118.05428299869058,-0.2257026571546649
Texas,2024-11-02,2024-11-16,0,2024,227.0,317.1571157433917,-0.3331997064757903
US,2024-11-02,2024-11-16,0,2024,2612.0,1464.598397446694,0.5782353650465595
Utah,2024-11-02,2024-11-16,0,2024,10.0,1.5326931773140158,1.4686120392720126
Vermont,2024-11-02,2024-11-16,0,2024,3.0,3.5085123418200665,-0.1196728802901183
Virginia,2024-11-02,2024-11-16,0,2024,26.0,56.45941301692652,-0.7552419719869174
Washington,2024-11-02,2024-11-16,0,2024,22.0,52.008814403057535,-0.8349639932867334
West Virginia,2024-11-02,2024-11-16,0,2024,4.0,0.340571405031498,1.3163419676978636
Wisconsin,2024-11-02,2024-11-16,0,2024,6.0,32.9465188750395,-1.5788761628744454
Wyoming,2024-11-02,2024-11-16,0,2024,4.0,2.6534226063427324,0.3137734838381769
Alabama,2024-11-09,2024-11-23,1,2024,50.0,55.68864074537492,-0.1057482183509805
Alaska,2024-11-09,2024-11-23,1,2024,7.0,13.535250342015017,-0.5971352155755283
Arizona,2024-11-09,2024-11-23,1,2024,488.0,357.8751709146079,0.309387874782673
Arkansas,2024-11-09,2024-11-23,1,2024,7.999999999999999,19.94236135008116,-0.8445493891830327
California,2024-11-09,2024-11-23,1,2024,526.0,253.4728896074308,0.7280062423607161
Colorado,2024-11-09,2024-11-23,1,2024,31.0,51.3331608228698,-0.4918943174967545
Connecticut,2024-11-09,2024-11-23,1,2024,4.0,22.511738173066803,-1.5480618807352955
Delaware,2024-11-09,2024-11-23,1,2024,6.999999999999999,7.098605979119604,-0.0122504038441628
District of Columbia,2024-11-09,2024-11-23,1,2024,8.0,11.235020117275164,-0.3070777637969626
Florida,2024-11-09,2024-11-23,1,2024,445.0,335.55063964747853,0.2815703249635186
Georgia,2024-11-09,2024-11-23,1,2024,48.0,89.18356516378857,-0.610026907964127
Hawaii,2024-11-09,2024-11-23,1,2024,8.0,12.94114141901557,-0.4376197054917066
Idaho,2024-11-09,2024-11-23,1,2024,32.0,13.988228041953365,0.7892424656819199
Illinois,2024-11-09,2024-11-23,1,2024,86.0,84.83569995763798,0.0134731152770157
Indiana,2024-11-09,2024-11-23,1,2024,32.0,100.3284476310801,-1.1218596359423183
Iowa,2024-11-09,2024-11-23,1,2024,5.0,19.044985938017604,-1.2062195753454712
Kansas,2024-11-09,2024-11-23,1,2024,17.0,34.41497913481172,-0.6767631121467947
Kentucky,2024-11-09,2024-11-23,1,2024,20.0,30.97553828967825,-0.4204487443043398
Louisiana,2024-11-09,2024-11-23,1,2024,78.0,162.17749058285492,-0.7253906552002558
Maine,2024-11-09,2024-11-23,1,2024,2.42861286636753e-16,7.407437856372311,-1.6
Maryland,2024-11-09,2024-11-23,1,2024,16.0,26.2416093263541,-0.4715322150083865
Massachusetts,2024-11-09,2024-11-23,1,2024,50.0,120.7774147500299,-0.8703692763756998
Michigan,2024-11-09,2024-11-23,1,2024,67.0,103.0301218072157,-0.4251727847914841
Minnesota,2024-11-09,2024-11-23,1,2024,11.000000000000002,189.82713729608687,-1.6
Mississippi,2024-11-09,2024-11-23,1,2024,36.0,34.549552895991255,0.039990333239428
Missouri,2024-11-09,2024-11-23,1,2024,42.0,55.782461877327,-0.2780273925889749
Montana,2024-11-09,2024-11-23,1,2024,1.0000000000000002,5.364749296357871,-1.1576276628273354
Nebraska,2024-11-09,2024-11-23,1,2024,5.0,9.439040410661915,-0.5537931943144678
Nevada,2024-11-09,2024-11-23,1,2024,48.0,49.56018621206758,-0.0313441347130361
New Hampshire,2024-11-09,2024-11-23,1,2024,11.0,3.103466486035252,1.073074548899495
New Jersey,2024-11-09,2024-11-23,1,2024,47.0,75.8815452695208,-0.4710648533117845
New Mexico,2024-11-09,2024-11-23,1,2024,29.0,3.6807533396494554,1.6
New York,2024-11-09,2024-11-23,1,2024,103.0,172.48148812781432,-0.5116799978833884
North Carolina,2024-11-09,2024-11-23,1,2024,31.0,114.0067370107458,-1.2792548065497615
North Dakota,2024-11-09,2024-11-23,1,2024,3.0000000000000004,4.169669288953262,-0.2565143580339983
Ohio,2024-11-09,2024-11-23,1,2024,40.0,145.42126737972478,-1.2729157932595765
Oklahoma,2024-11-09,2024-11-23,1,2024,14.0,48.416181849749954,-1.192227737261749
Oregon,2024-11-09,2024-11-23,1,2024,63.0,36.92082547210818,0.5233826374305628
Pennsylvania,2024-11-09,2024-11-23,1,2024,134.0,194.0139557582023,-0.3677963455552318
Puerto Rico,2024-11-09,2024-11-23,1,2024,160.0,132.98478789302277,0.1836780946641933
Rhode Island,2024-11-09,2024-11-23,1,2024,2.0,5.388119689028704,-0.7558276780508801
South Carolina,2024-11-09,2024-11-23,1,2024,13.0,10.326659908315136,0.2118980987158809
South Dakota,2024-11-09,2024-11-23,1,2024,4.857225732735061e-17,5.467462160438046,-1.6
Tennessee,2024-11-09,2024-11-23,1,2024,59.0,204.50846349889756,-1.2311426557755905
Texas,2024-11-09,2024-11-23,1,2024,276.0,274.05094131715003,0.0070611845225183
US,2024-11-09,2024-11-23,1,2024,3279.0,3157.4080543480823,0.0377753020067412
Utah,2024-11-09,2024-11-23,1,2024,20.0,21.21140988020093,-0.0560836776909527
Vermont,2024-11-09,2024-11-23,1,2024,1.6653345369377348e-16,6.880708578960531,-1.6
Virginia,2024-11-09,2024-11-23,1,2024,35.0,80.83962193892538,-0.8212425636619942
Washington,2024-11-09,2024-11-23,1,2024,29.0,40.622567825879386,-0.3274451343218136
West Virginia,2024-11-09,2024-11-23,1,2024,4.0,5.737325768754898,-0.2982251635415802
Wisconsin,2024-11-09,2024-11-23,1,2024,18.0,99.51812042455312,-1.6
Wyoming,2024-11-09,2024-11-23,1,2024,9.0,6.584473824821843,0.2764818530913113
Alabama,2024-11-16,2024-11-30,2,2024,65.0,61.62250615384012,0.0525300053090775
Alaska,2024-11-16,2024-11-30,2,2024,10.0,14.806555087578342,-0.362529460156725
Arizona,2024-11-16,2024-11-30,2,2024,558.0,679.8101193112998,-0.1971339678468595
Arkansas,2024-11-16,2024-11-30,2,2024,12.0,16.458009906211714,-0.2948492062825356
California,2024-11-16,2024-11-30,2,2024,708.0,700.6368960837692,0.0104394983680418
Colorado,2024-11-16,2024-11-30,2,2024,67.0,61.82535036261825,0.0791490449594825
Connecticut,2024-11-16,2024-11-30,2,2024,11.0,34.33511311184591,-1.0799705254773548
Delaware,2024-11-16,2024-11-30,2,2024,5.0,10.77998621291497,-0.6746425386139681
District of Columbia,2024-11-16,2024-11-30,2,2024,5.0,3.887390648216412,0.2051009179333303
Florida,2024-11-16,2024-11-30,2,2024,614.0,531.6927219631393,0.1436775165202819
Georgia,2024-11-16,2024-11-30,2,2024,56.0,77.01772970660116,-0.313884836956201
Hawaii,2024-11-16,2024-11-30,2,2024,14.0,22.54650082590448,-0.4509270234331057
Idaho,2024-11-16,2024-11-30,2,2024,63.0,11.83436148031669,1.6
Illinois,2024-11-16,2024-11-30,2,2024,83.0,88.67374793653673,-0.065361262242118
Indiana,2024-11-16,2024-11-30,2,2024,41.0,86.50666313375177,-0.7340453222809491
Iowa,2024-11-16,2024-11-30,2,2024,4.0,22.210676190814887,-1.535174441026099
Kansas,2024-11-16,2024-11-30,2,2024,20.0,38.16056944538631,-0.6231479213394495
Kentucky,2024-11-16,2024-11-30,2,2024,24.0,28.91106620423998,-0.1793526942208942
Louisiana,2024-11-16,2024-11-30,2,2024,135.0,92.17126202721757,0.3782155589407754
Maine,2024-11-16,2024-11-30,2,2024,2.0,11.57181851233267,-1.4328453943001966
Maryland,2024-11-16,2024-11-30,2,2024,21.0,40.50152519698017,-0.63468772493747
Massachusetts,2024-11-16,2024-11-30,2,2024,72.0,165.40106225046202,-0.8239414709350603
Michigan,2024-11-16,2024-11-30,2,2024,65.0,110.59547863412324,-0.5252257930689161
Minnesota,2024-11-16,2024-11-30,2,2024,18.0,32.27441653695706,-0.5603498503842053
Mississippi,2024-11-16,2024-11-30,2,2024,28.0,35.911780882577744,-0.241234935216255
Missouri,2024-11-16,2024-11-30,2,2024,41.0,103.44490671926324,-0.9109901056701664
Montana,2024-11-16,2024-11-30,2,2024,2.0,10.165286804672808,-1.31419728412864
Nebraska,2024-11-16,2024-11-30,2,2024,11.0,18.381991042495912,-0.4794376883684319
Nevada,2024-11-16,2024-11-30,2,2024,61.0,59.34092517895136,0.0271238186681932
New Hampshire,2024-11-16,2024-11-30,2,2024,14.0,11.361330124183157,0.193477139637594
New Jersey,2024-11-16,2024-11-30,2,2024,67.0,95.36691733658074,-0.3486552563844629
New Mexico,2024-11-16,2024-11-30,2,2024,55.0,14.095912856374357,1.3109276553157718
New York,2024-11-16,2024-11-30,2,2024,145.0,78.88544080591622,0.6030130032379395
North Carolina,2024-11-16,2024-11-30,2,2024,43.0,147.75256305506295,-1.2180946409813047
North Dakota,2024-11-16,2024-11-30,2,2024,1.0,6.638867763035146,-1.3401022130803837
Ohio,2024-11-16,2024-11-30,2,2024,55.0,62.99437440757935,-0.1334434888795286
Oklahoma,2024-11-16,2024-11-30,2,2024,40.0,35.7439893236899,0.1095974102401355
Oregon,2024-11-16,2024-11-30,2,2024,83.0,95.53055766077522,-0.1390428190726789
Pennsylvania,2024-11-16,2024-11-30,2,2024,116.0,172.7328477939556,-0.3953448270415993
Puerto Rico,2024-11-16,2024-11-30,2,2024,368.0,152.66510559954156,0.8760210485518218
Rhode Island,2024-11-16,2024-11-30,2,2024,6.0,3.4168715468762807,0.4604784983950922
South Carolina,2024-11-16,2024-11-30,2,2024,18.0,12.67540720838502,0.3288398537233092
South Dakota,2024-11-16,2024-11-30,2,2024,5.0,4.725971308742106,0.0467472732628853
Tennessee,2024-11-16,2024-11-30,2,2024,60.0,219.45222860481536,-1.284807156923221
Texas,2024-11-16,2024-11-30,2,2024,405.0,457.6749157228028,-0.121988554922483
US,2024-11-16,2024-11-30,2,2024,4438.0,4260.314169078379,0.0408515227500121
Utah,2024-11-16,2024-11-30,2,2024,20.0,21.59380107172316,-0.0731531420689401
Vermont,2024-11-16,2024-11-30,2,2024,3.0,9.02279773503781,-0.9185679106371876
Virginia,2024-11-16,2024-11-30,2,2024,46.0,51.98347761576835,-0.1198325201413719
Washington,2024-11-16,2024-11-30,2,2024,46.0,71.49052208410113,-0.4333082217302086
West Virginia,2024-11-16,2024-11-30,2,2024,3.0,10.785844689424174,-1.0806048476614225
Wisconsin,2024-11-16,2024-11-30,2,2024,12.0,74.3645207323487,-1.6
Wyoming,2024-11-16,2024-11-30,2,2024,7.0,9.14970688697296,-0.2380032852602367
Alabama,2024-11-23,2024-12-07,3,2024,102.0,87.07751161484026,0.1565117476352684
Alaska,2024-11-23,2024-12-07,3,2024,18.0,14.236525258928058,0.2207434562868799
Arizona,2024-11-23,2024-12-07,3,2024,882.0,500.074055715511,0.5665712946433503
Arkansas,2024-11-23,2024-12-07,3,2024,32.0,13.182448162684093,0.8445024062742048
California,2024-11-23,2024-12-07,3,2024,1127.0,765.7537835115039,0.3860356945971697
Colorado,2024-11-23,2024-12-07,3,2024,90.0,44.34608199433457,0.6965357285207077
Connecticut,2024-11-23,2024-12-07,3,2024,13.0,17.564336797473985,-0.2821850341046992
Delaware,2024-11-23,2024-12-07,3,2024,15.000000000000002,12.69466055492738,0.1555827058905259
District of Columbia,2024-11-23,2024-12-07,3,2024,2.0,15.191877379499466,-1.6
Florida,2024-11-23,2024-12-07,3,2024,717.0,621.0712472682392,0.1434149374215438
Georgia,2024-11-23,2024-12-07,3,2024,88.0,68.57678637943309,0.2462053870560776
Hawaii,2024-11-23,2024-12-07,3,2024,20.0,16.703018316024203,0.1707872863525503
Idaho,2024-11-23,2024-12-07,3,2024,78.0,28.85732128970553,0.973017773365148
Illinois,2024-11-23,2024-12-07,3,2024,107.0,161.89308520769345,-0.4109628395023765
Indiana,2024-11-23,2024-12-07,3,2024,65.0,84.44904799413008,-0.2582655263862792
Iowa,2024-11-23,2024-12-07,3,2024,13.0,25.02083238553276,-0.6198401331777461
Kansas,2024-11-23,2024-12-07,3,2024,36.0,39.03043891204835,-0.0787222248779229
Kentucky,2024-11-23,2024-12-07,3,2024,53.0,56.68133837979916,-0.0659496496764937
Louisiana,2024-11-23,2024-12-07,3,2024,163.0,99.2071100508576,0.4926272830994831
Maine,2024-11-23,2024-12-07,3,2024,2.0,20.536801276360823,-1.6
Maryland,2024-11-23,2024-12-07,3,2024,37.0,51.46724482757439,-0.3226029071133731
Massachusetts,2024-11-23,2024-12-07,3,2024,95.0,103.56705416027664,-0.0854803407625546
Michigan,2024-11-23,2024-12-07,3,2024,94.0,174.53197523939167,-0.6139443298061176
Minnesota,2024-11-23,2024-12-07,3,2024,40.0,78.54175482363982,-0.6627100349847481
Mississippi,2024-11-23,2024-12-07,3,2024,39.0,33.783968328855934,0.1397228536845234
Missouri,2024-11-23,2024-12-07,3,2024,54.0,109.27935774429164,-0.6956835770422893
Montana,2024-11-23,2024-12-07,3,2024,2.0,7.20069426263904,-1.005606528193612
Nebraska,2024-11-23,2024-12-07,3,2024,13.0,8.119354667707471,0.4286582881524285
Nevada,2024-11-23,2024-12-07,3,2024,82.0,99.90887544299795,-0.1953772784595617
New Hampshire,2024-11-23,2024-12-07,3,2024,16.0,19.998851250556648,-0.2112543898165331
New Jersey,2024-11-23,2024-12-07,3,2024,109.0,164.6016356510154,-0.4091047532296228
New Mexico,2024-11-23,2024-12-07,3,2024,103.0,26.18195123421585,1.3418377036567746
New York,2024-11-23,2024-12-07,3,2024,275.0,118.70725649067845,0.8353516326792478
North Carolina,2024-11-23,2024-12-07,3,2024,65.0,75.33440676243468,-0.1454690351508043
North Dakota,2024-11-23,2024-12-07,3,2024,2.0,10.664333262935042,-1.357923458115181
Ohio,2024-11-23,2024-12-07,3,2024,93.0,96.29641080712392,-0.0344673183394625
Oklahoma,2024-11-23,2024-12-07,3,2024,40.0,46.16097504329569,-0.139994683969447
Oregon,2024-11-23,2024-12-07,3,2024,119.0,113.4791137378982,0.0470993491964319
Pennsylvania,2024-11-23,2024-12-07,3,2024,208.0,165.23724629741344,0.2289182893720376
Puerto Rico,2024-11-23,2024-12-07,3,2024,457.0,227.92713012381037,0.6934654402655243
Rhode Island,2024-11-23,2024-12-07,3,2024,10.0,12.46716652116912,-0.2023593407203696
South Carolina,2024-11-23,2024-12-07,3,2024,40.0,23.3656170662546,0.5203990648007593
South Dakota,2024-11-23,2024-12-07,3,2024,0.9999999999999994,5.802070835156574,-1.2240799198427212
Tennessee,2024-11-23,2024-12-07,3,2024,115.0,135.25203408824063,-0.1609161714135556
Texas,2024-11-23,2024-12-07,3,2024,530.0,419.6586411898721,0.2329403449864271
US,2024-11-23,2024-12-07,3,2024,6518.0,4095.778802020629,0.464519983066916
Utah,2024-11-23,2024-12-07,3,2024,64.0,21.709295110014747,1.0516129530086815
Vermont,2024-11-23,2024-12-07,3,2024,1.6653345369377348e-16,8.404935365031992,-1.6
Virginia,2024-11-23,2024-12-07,3,2024,69.0,51.60672984832816,0.28565118660525
Washington,2024-11-23,2024-12-07,3,2024,78.0,67.57701203475429,0.1414904754284416
West Virginia,2024-11-23,2024-12-07,3,2024,13.0,5.408831625731452,0.7813803489733859
Wisconsin,2024-11-23,2024-12-07,3,2024,27.0,53.30805186390194,-0.6624679905579915
Wyoming,2024-11-23,2024-12-07,3,2024,5.0,10.104587311622144,-0.6155988250344735
Alabama,2024-11-30,2024-12-14,4,2024,193.0,75.5358359057016,0.9300990847043212
Alaska,2024-11-30,2024-12-14,4,2024,27.0,12.604958737751762,0.7217701708184072
Arizona,2024-11-30,2024-12-14,4,2024,1023.0,656.892465107904,0.4424303145174484
Arkansas,2024-11-30,2024-12-14,4,2024,42.0,17.58102504072485,0.8390592147916895
California,2024-11-30,2024-12-14,4,2024,1521.0,1201.6064220193794,0.2355340397178489
Colorado,2024-11-30,2024-12-14,4,2024,129.0,107.73201370294666,0.1786481854026993
Connecticut,2024-11-30,2024-12-14,4,2024,24.0,17.14468667622447,0.3204980521271547
Delaware,2024-11-30,2024-12-14,4,2024,15.0,16.295609216456963,-0.0778639445337039
District of Columbia,2024-11-30,2024-12-14,4,2024,4.0,9.17753707248166,-0.7107451315464173
Florida,2024-11-30,2024-12-14,4,2024,893.0,759.25523535679,0.1620515622776457
Georgia,2024-11-30,2024-12-14,4,2024,215.0,142.26544374505315,0.4105792481617776
Hawaii,2024-11-30,2024-12-14,4,2024,34.0,17.899332856282747,0.6162214386562059
Idaho,2024-11-30,2024-12-14,4,2024,110.0,119.17960299991334,-0.0794571142090045
Illinois,2024-11-30,2024-12-14,4,2024,242.0,178.54823704429563,0.3026175414618812
Indiana,2024-11-30,2024-12-14,4,2024,142.0,103.9013818377998,0.3098239420387951
Iowa,2024-11-30,2024-12-14,4,2024,23.0,17.35277954794843,0.2682727933157558
Kansas,2024-11-30,2024-12-14,4,2024,90.0,36.62189119862726,0.883273412811628
Kentucky,2024-11-30,2024-12-14,4,2024,79.0,70.23234232094407,0.1160796733137949
Louisiana,2024-11-30,2024-12-14,4,2024,252.0,196.82963019141707,0.2459832820143583
Maine,2024-11-30,2024-12-14,4,2024,2.0,38.75293160639176,-1.6
Maryland,2024-11-30,2024-12-14,4,2024,73.0,75.60634137915997,-0.0346147657445543
Massachusetts,2024-11-30,2024-12-14,4,2024,133.0,209.1227037837164,-0.449851863859581
Michigan,2024-11-30,2024-12-14,4,2024,172.0,168.64579743472618,0.0195788755476913
Minnesota,2024-11-30,2024-12-14,4,2024,91.0,54.164016323940615,0.5114777145204421
Mississippi,2024-11-30,2024-12-14,4,2024,62.0,47.62220264918378,0.2590544551734117
Missouri,2024-11-30,2024-12-14,4,2024,88.0,135.53425279890257,-0.427939149669335
Montana,2024-11-30,2024-12-14,4,2024,6.0,13.601489070607776,-0.7352133655957538
Nebraska,2024-11-30,2024-12-14,4,2024,19.0,21.5557203441896,-0.1202564340249208
Nevada,2024-11-30,2024-12-14,4,2024,114.0,114.93922834354208,-0.008134031872764
New Hampshire,2024-11-30,2024-12-14,4,2024,22.0,45.9907469016457,-0.7144564919655236
New Jersey,2024-11-30,2024-12-14,4,2024,174.0,132.60219963026776,0.269919248658093
New Mexico,2024-11-30,2024-12-14,4,2024,108.0,133.32678783089003,-0.208927664037648
New York,2024-11-30,2024-12-14,4,2024,432.0,288.9950950647765,0.4008737187347426
North Carolina,2024-11-30,2024-12-14,4,2024,173.0,119.2161647416313,0.3697638041117992
North Dakota,2024-11-30,2024-12-14,4,2024,5.0,8.29133750406302,-0.4373230456849248
Ohio,2024-11-30,2024-12-14,4,2024,152.0,120.72499339893992,0.2286735735529603
Oklahoma,2024-11-30,2024-12-14,4,2024,56.0,116.81980368887062,-0.7261051020623102
Oregon,2024-11-30,2024-12-14,4,2024,242.0,122.31009381776332,0.6783591726298903
Pennsylvania,2024-11-30,2024-12-14,4,2024,349.0,168.85238110175123,0.723003441124666
Puerto Rico,2024-11-30,2024-12-14,4,2024,470.0,153.86453423243967,1.112307331927911
Rhode Island,2024-11-30,2024-12-14,4,2024,28.0,15.107892070823208,0.5879864873659262
South Carolina,2024-11-30,2024-12-14,4,2024,80.0,32.881385166941534,0.8715834012219275
South Dakota,2024-11-30,2024-12-14,4,2024,8.0,7.579968997271132,0.0477942772145398
Tennessee,2024-11-30,2024-12-14,4,2024,217.0,165.73947832020477,0.2680624785136585
Texas,2024-11-30,2024-12-14,4,2024,705.0,725.9476569105915,-0.029239238700776
US,2024-11-30,2024-12-14,4,2024,9591.0,6507.330146860979,0.3878465002665177
Utah,2024-11-30,2024-12-14,4,2024,90.0,43.72035352970329,0.7104307722964394
Vermont,2024-11-30,2024-12-14,4,2024,8.0,7.732989601186622,0.0301168146546029
Virginia,2024-11-30,2024-12-14,4,2024,140.0,108.05863245382716,0.2568742403516175
Washington,2024-11-30,2024-12-14,4,2024,188.0,225.5259202757057,-0.1811123616192196
West Virginia,2024-11-30,2024-12-14,4,2024,21.0,12.597607976471156,0.481148560168732
Wisconsin,2024-11-30,2024-12-14,4,2024,66.0,43.58583701711895,0.4072763664664047
Wyoming,2024-11-30,2024-12-14,4,2024,33.0,9.141517807086718,1.2097228525377903
Alabama,2024-12-07,2024-12-21,5,2024,432.0,198.95209898575325,0.772659895211607
Alaska,2024-12-07,2024-12-21,5,2024,22.0,25.130737510015145,-0.1276180878516437
Arizona,2024-12-07,2024-12-21,5,2024,1534.0,855.4155688663427,0.5835299240381051
Arkansas,2024-12-07,2024-12-21,5,2024,59.0,58.26385220910349,0.0123450169733727
California,2024-12-07,2024-12-21,5,2024,2564.0,2435.673387038797,0.0513247355143002
Colorado,2024-12-07,2024-12-21,5,2024,179.0,149.63117144470934,0.1781225752375972
Connecticut,2024-12-07,2024-12-21,5,2024,45.0,23.84875911448775,0.6158335802239265
Delaware,2024-12-07,2024-12-21,5,2024,43.0,40.57824150959456,0.0566126441192573
District of Columbia,2024-12-07,2024-12-21,5,2024,16.0,7.298777812320209,0.7171050916239201
Florida,2024-12-07,2024-12-21,5,2024,1264.0,900.9850119970708,0.3382294976482809
Georgia,2024-12-07,2024-12-21,5,2024,397.0,212.02145497178012,0.6250591170806503
Hawaii,2024-12-07,2024-12-21,5,2024,42.0,20.893351985329588,0.6750170872691905
Idaho,2024-12-07,2024-12-21,5,2024,188.0,148.81595552459515,0.2323394374683349
Illinois,2024-12-07,2024-12-21,5,2024,489.00000000000006,211.20338982039016,0.8368601904039847
Indiana,2024-12-07,2024-12-21,5,2024,288.0,109.27888066442496,0.9634142519500868
Iowa,2024-12-07,2024-12-21,5,2024,42.0,36.7298810494538,0.1307477344004524
Kansas,2024-12-07,2024-12-21,5,2024,120.0,89.5125883431559,0.2903016068496216
Kentucky,2024-12-07,2024-12-21,5,2024,200.0,75.62679719442707,0.9643580596643472
Louisiana,2024-12-07,2024-12-21,5,2024,423.0,228.9722649777096,0.6117747406334022
Maine,2024-12-07,2024-12-21,5,2024,10.0,41.73750669768658,-1.3571816388838918
Maryland,2024-12-07,2024-12-21,5,2024,131.0,163.45165224316617,-0.2198146970834544
Massachusetts,2024-12-07,2024-12-21,5,2024,142.0,184.65190089977116,-0.2610287894692389
Michigan,2024-12-07,2024-12-21,5,2024,296.0,194.82270286152965,0.4165224661861595
Minnesota,2024-12-07,2024-12-21,5,2024,227.0,39.289797919026825,1.6
Mississippi,2024-12-07,2024-12-21,5,2024,100.0,61.43736679000338,0.4809565939282025
Missouri,2024-12-07,2024-12-21,5,2024,250.0,133.26973091236113,0.6256022451278138
Montana,2024-12-07,2024-12-21,5,2024,27.0,14.019310659728095,0.6228677597174417
Nebraska,2024-12-07,2024-12-21,5,2024,78.0,31.153128399916035,0.8989381001436021
Nevada,2024-12-07,2024-12-21,5,2024,208.0,146.41157074169908,0.349105776364409
New Hampshire,2024-12-07,2024-12-21,5,2024,24.0,28.7653639036009,-0.1744696075519152
New Jersey,2024-12-07,2024-12-21,5,2024,335.0,176.4948734263511,0.6381694335698942
New Mexico,2024-12-07,2024-12-21,5,2024,207.0,234.154007554523,-0.1227025710897979
New York,2024-12-07,2024-12-21,5,2024,736.0,548.8049748851547,0.2930242679630161
North Carolina,2024-12-07,2024-12-21,5,2024,292.0,238.1035939388869,0.2032757035537225
North Dakota,2024-12-07,2024-12-21,5,2024,8.0,18.461723824543647,-0.7712250784656995
Ohio,2024-12-07,2024-12-21,5,2024,308.0,186.87999510072325,0.4975378418155793
Oklahoma,2024-12-07,2024-12-21,5,2024,106.0,108.36993392414486,-0.0219071907353241
Oregon,2024-12-07,2024-12-21,5,2024,392.0,187.3766010908104,0.735366455472005
Pennsylvania,2024-12-07,2024-12-21,5,2024,632.0,387.6339748853735,0.4878324600843511
