location,forecast_date,target_date,week_of_season,season_year,actual,predicted,residual_log
Georgia,2024-11-09,2024-12-07,1,2024,88.0,195.72080261537255,-0.7931491081561513
Hawaii,2024-11-09,2024-12-07,1,2024,20.0,24.16085422790766,-0.1807669453570954
Idaho,2024-11-09,2024-12-07,1,2024,78.0,16.73942024601272,1.4936585567276874
Illinois,2024-11-09,2024-12-07,1,2024,107.0,208.82534461332392,-0.6641442652278045
Indiana,2024-11-09,2024-12-07,1,2024,65.0,352.59225398619685,-1.6
Iowa,2024-11-09,2024-12-07,1,2024,13.0,45.27322435887597,-1.1955061566089291
Kansas,2024-11-09,2024-12-07,1,2024,36.0,70.30139779219977,-0.6559980189625407
Kentucky,2024-11-09,2024-12-07,1,2024,53.0,24.05979901776536,0.7677191171697997
Louisiana,2024-11-09,2024-12-07,1,2024,163.0,144.79811320180187,0.1176435493361074
Maine,2024-11-09,2024-12-07,1,2024,2.0,36.26634511162778,-1.6
Maryland,2024-11-09,2024-12-07,1,2024,37.0,41.6421297798801,-0.1152565668172451
Massachusetts,2024-11-09,2024-12-07,1,2024,95.0,277.3729847020683,-1.0646136945758773
Michigan,2024-11-09,2024-12-07,1,2024,94.0,363.00588410632224,-1.3432931410328042
Minnesota,2024-11-09,2024-12-07,1,2024,40.0,279.78826720508005,-1.6
Mississippi,2024-11-09,2024-12-07,1,2024,39.0,34.85926153042351,0.1092775792771694
Missouri,2024-11-09,2024-12-07,1,2024,54.0,127.13349167950508,-0.8457394389869766
Montana,2024-11-09,2024-12-07,1,2024,2.0,10.76386628668686,-1.366420365645446
Nebraska,2024-11-09,2024-12-07,1,2024,13.0,10.878200768571304,0.1643524776074989
Nevada,2024-11-09,2024-12-07,1,2024,82.0,97.56154279613384,-0.1718405452359634
New Hampshire,2024-11-09,2024-12-07,1,2024,16.0,15.303222127007071,0.0418505792754237
New Jersey,2024-11-09,2024-12-07,1,2024,109.0,347.04214976804576,-1.1518432266707403
New Mexico,2024-11-09,2024-12-07,1,2024,103.0,51.39172049274801,0.6856423261622053
New York,2024-11-09,2024-12-07,1,2024,275.0,361.2318104600398,-0.2718835015522458
North Carolina,2024-11-09,2024-12-07,1,2024,65.0,180.26635226532665,-1.0103127670337395
North Dakota,2024-11-09,2024-12-07,1,2024,2.0,20.00952650583963,-1.6
Ohio,2024-11-09,2024-12-07,1,2024,93.0,87.64777577384956,0.0586238400380416
Oklahoma,2024-11-09,2024-12-07,1,2024,40.0,253.40629725683408,-1.6
Oregon,2024-11-09,2024-12-07,1,2024,119.0,118.29274115941024,0.0059112607983076
Pennsylvania,2024-11-09,2024-12-07,1,2024,208.0,427.6152230635031,-0.7182253485575458
Puerto Rico,2024-11-09,2024-12-07,1,2024,457.0,103.23827823653887,1.4801897687350545
Rhode Island,2024-11-09,2024-12-07,1,2024,10.0,27.476435685977776,-0.9511816544378052
South Carolina,2024-11-09,2024-12-07,1,2024,40.0,57.04871537762373,-0.3477105116102974
South Dakota,2024-11-09,2024-12-07,1,2024,0.9999999999999994,13.343791454931589,-1.6
Tennessee,2024-11-09,2024-12-07,1,2024,115.0,209.00931022568204,-0.5935616730363735
Texas,2024-11-09,2024-12-07,1,2024,530.0,660.3231905048904,-0.219480640878988
US,2024-11-09,2024-12-07,1,2024,6518.0,5806.907776368831,0.115500591270349
Utah,2024-11-09,2024-12-07,1,2024,64.0,34.36270693163359,0.6087294815598385
Vermont,2024-11-09,2024-12-07,1,2024,1.6653345369377348e-16,15.408178004344313,-1.6
Virginia,2024-11-09,2024-12-07,1,2024,69.0,93.87073989234888,-0.304020090337862
Washington,2024-11-09,2024-12-07,1,2024,78.0,147.65928103339397,-0.6322091305033091
West Virginia,2024-11-09,2024-12-07,1,2024,13.0,32.49585181096728,-0.8723642750103333
Wisconsin,2024-11-09,2024-12-07,1,2024,27.0,370.780867955052,-1.6
Wyoming,2024-11-09,2024-12-07,1,2024,5.0,15.300158651784342,-0.9994153717755974
Alabama,2024-11-16,2024-12-14,2,2024,193.0,85.16851088831399,0.8115533510528374
Alaska,2024-11-16,2024-12-14,2,2024,27.0,15.542779745909789,0.5262547726745139
Arizona,2024-11-16,2024-12-14,2,2024,1023.0,679.2718225547487,0.4089793482525685
Arkansas,2024-11-16,2024-12-14,2,2024,42.0,26.56632450646223,0.4446052145083716
California,2024-11-16,2024-12-14,2,2024,1521.0,1454.077920154419,0.044965806879234
Colorado,2024-11-16,2024-12-14,2,2024,129.0,152.29569236265974,-0.1648342356318251
Connecticut,2024-11-16,2024-12-14,2,2024,24.0,79.75191082821603,-1.172505800461908
Delaware,2024-11-16,2024-12-14,2,2024,15.0,15.2132844304223,-0.013242210529742
District of Columbia,2024-11-16,2024-12-14,2,2024,4.0,21.415501772860168,-1.5003148505065174
Florida,2024-11-16,2024-12-14,2,2024,893.0,676.6937606294732,0.2770102697589793
Georgia,2024-11-16,2024-12-14,2,2024,215.0,136.47018519496817,0.4518713490353212
Hawaii,2024-11-16,2024-12-14,2,2024,34.0,29.71979410791677,0.1304408554486529
Idaho,2024-11-16,2024-12-14,2,2024,110.0,37.55746471978546,1.0573804826997666
Illinois,2024-11-16,2024-12-14,2,2024,242.0,178.82690429152532,0.3010666979503007
Indiana,2024-11-16,2024-12-14,2,2024,142.0,248.831461650859,-0.557941906862192
Iowa,2024-11-16,2024-12-14,2,2024,23.0,69.09091699971518,-1.07173938325341
Kansas,2024-11-16,2024-12-14,2,2024,90.0,119.12188530159484,-0.2776474316265842
Kentucky,2024-11-16,2024-12-14,2,2024,79.0,56.5313178636529,0.3296971766448688
Louisiana,2024-11-16,2024-12-14,2,2024,252.0,140.62295064212088,0.5802212397956374
Maine,2024-11-16,2024-12-14,2,2024,2.0,62.900323836617375,-1.6
Maryland,2024-11-16,2024-12-14,2,2024,73.0,74.58139428441999,-0.0211450523429919
Massachusetts,2024-11-16,2024-12-14,2,2024,133.0,382.4856011405729,-1.0514622742338622
Michigan,2024-11-16,2024-12-14,2,2024,172.0,432.70183976527846,-0.9190656983573212
Minnesota,2024-11-16,2024-12-14,2,2024,91.0,196.6507289583188,-0.7647129008139402
Mississippi,2024-11-16,2024-12-14,2,2024,62.0,29.47028612741225,0.7263827429748524
Missouri,2024-11-16,2024-12-14,2,2024,88.0,169.20794662919667,-0.6483845352654694
Montana,2024-11-16,2024-12-14,2,2024,6.0,49.48867933255893,-1.6
Nebraska,2024-11-16,2024-12-14,2,2024,19.0,29.85258756828211,-0.4334883490752341
Nevada,2024-11-16,2024-12-14,2,2024,114.0,119.02267753393537,-0.0427485760138903
New Hampshire,2024-11-16,2024-12-14,2,2024,22.0,33.478328697810866,-0.4048367570503384
New Jersey,2024-11-16,2024-12-14,2,2024,174.0,223.73889945181597,-0.250153307560252
New Mexico,2024-11-16,2024-12-14,2,2024,108.0,77.52287674667183,0.3279578763718858
New York,2024-11-16,2024-12-14,2,2024,432.0,429.1682429008108,0.0065613332780918
North Carolina,2024-11-16,2024-12-14,2,2024,173.0,327.76342421574964,-0.6362831175601045
North Dakota,2024-11-16,2024-12-14,2,2024,5.0,16.125094200768533,-1.0487854156799097
Ohio,2024-11-16,2024-12-14,2,2024,152.0,196.29996823908527,-0.2542873306583475
Oklahoma,2024-11-16,2024-12-14,2,2024,56.0,298.19788468221185,-1.6
Oregon,2024-11-16,2024-12-14,2,2024,242.0,226.9458861892805,0.0639531838310905
Pennsylvania,2024-11-16,2024-12-14,2,2024,349.0,445.232033718422,-0.2429059172249461
Puerto Rico,2024-11-16,2024-12-14,2,2024,470.0,175.40116160519403,0.98209736540195
Rhode Island,2024-11-16,2024-12-14,2,2024,28.0,19.59838166976622,0.3420833169970017
South Carolina,2024-11-16,2024-12-14,2,2024,80.0,29.46005839551796,0.9780328900858573
South Dakota,2024-11-16,2024-12-14,2,2024,8.0,15.1615510005669,-0.5854104489090122
Tennessee,2024-11-16,2024-12-14,2,2024,217.0,210.9330651551537,0.0282245683706312
Texas,2024-11-16,2024-12-14,2,2024,705.0,1185.2103118039754,-0.518903655014701
US,2024-11-16,2024-12-14,2,2024,9591.0,6044.104756090892,0.4616806044304624
Utah,2024-11-16,2024-12-14,2,2024,90.0,56.40559795574845,0.4607176825851464
Vermont,2024-11-16,2024-12-14,2,2024,8.0,17.708246703911662,-0.7317398495214884
Virginia,2024-11-16,2024-12-14,2,2024,140.0,77.31123761554551,0.5880687776852245
Washington,2024-11-16,2024-12-14,2,2024,188.0,198.87089590223485,-0.0559246225615117
West Virginia,2024-11-16,2024-12-14,2,2024,21.0,29.110843140746184,-0.3138428907607524
Wisconsin,2024-11-16,2024-12-14,2,2024,66.0,233.26817510713568,-1.251773887222048
Wyoming,2024-11-16,2024-12-14,2,2024,33.0,11.282217894009264,1.018208007943894
Alabama,2024-11-23,2024-12-21,3,2024,432.0,131.1288582606188,1.186960082644359
Alaska,2024-11-23,2024-12-21,3,2024,22.0,14.751832762526773,0.378537491552775
Arizona,2024-11-23,2024-12-21,3,2024,1534.0,382.77477449347634,1.386229804263074
Arkansas,2024-11-23,2024-12-21,3,2024,59.0,41.408435719838266,0.3469972641166774
California,2024-11-23,2024-12-21,3,2024,2564.0,1556.827402362644,0.4986663188496436
Colorado,2024-11-23,2024-12-21,3,2024,179.0,143.8887393764951,0.2169907176510577
Connecticut,2024-11-23,2024-12-21,3,2024,45.0,74.47425802275993,-0.4951502482871506
Delaware,2024-11-23,2024-12-21,3,2024,43.0,27.60123244956541,0.4307398243787683
District of Columbia,2024-11-23,2024-12-21,3,2024,16.0,28.800323104940183,-0.5613058918440208
Florida,2024-11-23,2024-12-21,3,2024,1264.0,898.2373690774934,0.3412803647479281
Georgia,2024-11-23,2024-12-21,3,2024,397.0,143.21287209599927,1.0151615188419392
Hawaii,2024-11-23,2024-12-21,3,2024,42.0,20.402825428889077,0.6976771729935294
Idaho,2024-11-23,2024-12-21,3,2024,188.0,87.83232441912669,0.7549964175695374
Illinois,2024-11-23,2024-12-21,3,2024,489.00000000000006,624.5565920011774,-0.2442364095317195
Indiana,2024-11-23,2024-12-21,3,2024,288.0,234.88668240397084,0.2030751577054239
Iowa,2024-11-23,2024-12-21,3,2024,42.0,62.574594462486615,-0.3910138167108568
Kansas,2024-11-23,2024-12-21,3,2024,120.0,130.1156479030397,-0.0802891965783949
Kentucky,2024-11-23,2024-12-21,3,2024,200.0,79.77211193918374,0.911673151377272
Louisiana,2024-11-23,2024-12-21,3,2024,423.0,128.5718688067962,1.185497756551034
Maine,2024-11-23,2024-12-21,3,2024,10.0,94.32167548150152,-1.6
Maryland,2024-11-23,2024-12-21,3,2024,131.0,53.89330505673124,0.8774105294719661
Massachusetts,2024-11-23,2024-12-21,3,2024,142.0,212.86839019923144,-0.4025161965034334
Michigan,2024-11-23,2024-12-21,3,2024,296.0,501.3420656676952,-0.525549154550105
Minnesota,2024-11-23,2024-12-21,3,2024,227.0,193.72208339701177,0.1577723003219091
Mississippi,2024-11-23,2024-12-21,3,2024,100.0,64.20888560491932,0.4375247749102007
Missouri,2024-11-23,2024-12-21,3,2024,250.0,185.6921798615409,0.2959917755805783
Montana,2024-11-23,2024-12-21,3,2024,27.0,32.17996482376045,-0.1697417144225919
Nebraska,2024-11-23,2024-12-21,3,2024,78.0,34.956082204325774,0.7871495975106857
Nevada,2024-11-23,2024-12-21,3,2024,208.0,123.48499868743652,0.5181490357902385
New Hampshire,2024-11-23,2024-12-21,3,2024,24.0,31.161210212983494,-0.2518852497352672
New Jersey,2024-11-23,2024-12-21,3,2024,335.0,322.45874014720823,0.0380395962052428
New Mexico,2024-11-23,2024-12-21,3,2024,207.0,72.19470635667426,1.0444149788808632
New York,2024-11-23,2024-12-21,3,2024,736.0,451.6897156353814,0.4873809558420552
North Carolina,2024-11-23,2024-12-21,3,2024,292.0,313.89458721676453,-0.0720653300465459
North Dakota,2024-11-23,2024-12-21,3,2024,8.0,40.91780653028631,-1.5384861361712598
Ohio,2024-11-23,2024-12-21,3,2024,308.0,231.999356067002,0.2823055869967996
Oklahoma,2024-11-23,2024-12-21,3,2024,106.0,128.73361563442504,-0.1926544031899375
Oregon,2024-11-23,2024-12-21,3,2024,392.0,175.18266062286804,0.8022883105712069
Pennsylvania,2024-11-23,2024-12-21,3,2024,632.0,416.6153912393473,0.4159095298388662
Puerto Rico,2024-11-23,2024-12-21,3,2024,553.0,163.47403463960848,1.2144119731366727
Rhode Island,2024-11-23,2024-12-21,3,2024,29.0,30.20667834013757,-0.0394347396113685
South Carolina,2024-11-23,2024-12-21,3,2024,160.0,59.97709177622431,0.9709061159977646
South Dakota,2024-11-23,2024-12-21,3,2024,14.0,20.257554715371377,-0.348662147104847
Tennessee,2024-11-23,2024-12-21,3,2024,372.0,214.1857986129025,0.5500765851094584
Texas,2024-11-23,2024-12-21,3,2024,1181.0,1338.2871755918864,-0.124929594925268
US,2024-11-23,2024-12-21,3,2024,16121.0,8228.78923127056,0.6724243943095338
Utah,2024-11-23,2024-12-21,3,2024,163.0,85.59379284805178,0.6386382909441597
Vermont,2024-11-23,2024-12-21,3,2024,7.999999999999999,18.79232034728453,-0.7880694238783854
Virginia,2024-11-23,2024-12-21,3,2024,192.0,124.03329316434063,0.4341101417514759
Washington,2024-11-23,2024-12-21,3,2024,418.0,228.75023860337632,0.6008781201520543
West Virginia,2024-11-23,2024-12-21,3,2024,37.0,29.07882377679176,0.2337647645744627
Wisconsin,2024-11-23,2024-12-21,3,2024,120.0,413.45512136011257,-1.231174151367976
Wyoming,2024-11-23,2024-12-21,3,2024,18.0,3.285822864816632,1.4891264117566465
Alabama,2024-11-30,2024-12-28,4,2024,661.0,183.30694243914024,1.27866302274042
Alaska,2024-11-30,2024-12-28,4,2024,35.0,10.13782716949772,1.1731717706026226
Arizona,2024-11-30,2024-12-28,4,2024,2340.0,494.3033718969794,1.553163020132733
Arkansas,2024-11-30,2024-12-28,4,2024,127.0,53.49749260981734,0.8538755704680949
California,2024-11-30,2024-12-28,4,2024,3856.0,1957.406804036376,0.6777583916129766
Colorado,2024-11-30,2024-12-28,4,2024,475.0,261.15768343815114,0.5964716863227197
Connecticut,2024-11-30,2024-12-28,4,2024,148.0,93.20267518556372,0.4584977257688942
Delaware,2024-11-30,2024-12-28,4,2024,96.0,27.4116009113084,1.2279134339500564
District of Columbia,2024-11-30,2024-12-28,4,2024,38.0,26.47426303096248,0.3503119694585836
Florida,2024-11-30,2024-12-28,4,2024,2091.0,1014.1508500422528,0.7230833240206085
Georgia,2024-11-30,2024-12-28,4,2024,800.0,236.7057974335338,1.2148271832918782
Hawaii,2024-11-30,2024-12-28,4,2024,57.0,31.070445306660755,0.59250811147905
Idaho,2024-11-30,2024-12-28,4,2024,333.0,145.44811835635485,0.8244697681545343
Illinois,2024-11-30,2024-12-28,4,2024,1143.0,314.3641450679472,1.288558184697477
Indiana,2024-11-30,2024-12-28,4,2024,590.0,255.20801364418784,0.8358263495716391
Iowa,2024-11-30,2024-12-28,4,2024,118.0,67.96690838783665,0.5454966921357345
Kansas,2024-11-30,2024-12-28,4,2024,225.0,86.64488323886565,0.9472417668039732
Kentucky,2024-11-30,2024-12-28,4,2024,515.0,65.43271446692974,1.6
Louisiana,2024-11-30,2024-12-28,4,2024,590.0,245.3635530826656,0.8750077143716206
Maine,2024-11-30,2024-12-28,4,2024,31.0,134.33282981822555,-1.4420012475719912
Maryland,2024-11-30,2024-12-28,4,2024,195.0,172.08380896095787,0.1243387371772373
Massachusetts,2024-11-30,2024-12-28,4,2024,287.0,359.6333981847153,-0.2249014447158224
Michigan,2024-11-30,2024-12-28,4,2024,489.0,478.7161928743154,0.0212107269139014
Minnesota,2024-11-30,2024-12-28,4,2024,543.0,243.91192455519612,0.798050592555259
Mississippi,2024-11-30,2024-12-28,4,2024,212.0,63.9770335377593,1.187258288437925
Missouri,2024-11-30,2024-12-28,4,2024,611.0,251.47441457429005,0.8854223673496362
Montana,2024-11-30,2024-12-28,4,2024,60.0,51.706050869684,0.1461435979554362
Nebraska,2024-11-30,2024-12-28,4,2024,131.0,56.527010377552,0.8305473393824796
Nevada,2024-11-30,2024-12-28,4,2024,258.0,165.59649728834322,0.4412533568676293
New Hampshire,2024-11-30,2024-12-28,4,2024,53.0,53.62616454896966,-0.0115289255985064
New Jersey,2024-11-30,2024-12-28,4,2024,723.0,281.8844824219656,0.9397527673960936
New Mexico,2024-11-30,2024-12-28,4,2024,234.0,177.55336181151193,0.2746980118770787
New York,2024-11-30,2024-12-28,4,2024,1528.0,669.0513976360717,0.8250147835966741
North Carolina,2024-11-30,2024-12-28,4,2024,611.0,419.2845487365835,0.3758003036405286
North Dakota,2024-11-30,2024-12-28,4,2024,22.0,15.575956445745298,0.3275409774046784
Ohio,2024-11-30,2024-12-28,4,2024,725.0,360.19456453551084,0.6981332417464916
Oklahoma,2024-11-30,2024-12-28,4,2024,282.0,362.4934259633611,-0.2503143137840187
Oregon,2024-11-30,2024-12-28,4,2024,558.0,198.23951728216176,1.0316417677487664
Pennsylvania,2024-11-30,2024-12-28,4,2024,1210.0,331.1709669934712,1.2935519463597176
Puerto Rico,2024-11-30,2024-12-28,4,2024,707.0,154.59893119538944,1.5151623508972518
Rhode Island,2024-11-30,2024-12-28,4,2024,65.0,32.881355512465646,0.6667898638202021
South Carolina,2024-11-30,2024-12-28,4,2024,327.0,54.06673966472182,1.6
South Dakota,2024-11-30,2024-12-28,4,2024,33.0,24.47911569244641,0.2885014004624073
Tennessee,2024-11-30,2024-12-28,4,2024,747.0,249.3157235640593,1.0946799626361825
Texas,2024-11-30,2024-12-28,4,2024,2086.0,1634.774556010563,0.2436112013596032
US,2024-11-30,2024-12-28,4,2024,28644.0,10606.348452314898,0.9934318967110656
Utah,2024-11-30,2024-12-28,4,2024,295.0,108.57902885258342,0.9937134407043908
Vermont,2024-11-30,2024-12-28,4,2024,19.0,21.91980893850745,-0.1362692822415492
Virginia,2024-11-30,2024-12-28,4,2024,374.0,176.29924781110697,0.7490870553633933
Washington,2024-11-30,2024-12-28,4,2024,541.0,549.7110265762564,-0.0159442174651909
West Virginia,2024-11-30,2024-12-28,4,2024,108.0,52.76374876821173,0.7067484568938234
Wisconsin,2024-11-30,2024-12-28,4,2024,253.0,251.74185543070345,0.0049656334523726
Wyoming,2024-11-30,2024-12-28,4,2024,84.0,10.510677599995171,1.6
Alabama,2024-12-07,2025-01-04,5,2024,684.0,321.0770162054658,0.7546281405546598
Alaska,2024-12-07,2025-01-04,5,2024,64.0,19.29631575074344,1.163947890430379
Arizona,2024-12-07,2025-01-04,5,2024,2846.0,350.75241405638855,1.6
Arkansas,2024-12-07,2025-01-04,5,2024,212.0,146.63184144845718,0.3665705488384088
California,2024-12-07,2025-01-04,5,2024,4011.0,1814.9686523568712,0.7926708519875989
Colorado,2024-12-07,2025-01-04,5,2024,760.0,171.5851461087404,1.4837426425406113
Connecticut,2024-12-07,2025-01-04,5,2024,306.0,105.23765416560846,1.06116914262235
Delaware,2024-12-07,2025-01-04,5,2024,185.0,38.19884440997453,1.5570994066886934
District of Columbia,2024-12-07,2025-01-04,5,2024,96.0,13.948967299875342,1.6
Florida,2024-12-07,2025-01-04,5,2024,2880.0,1000.1206389464056,1.0570174446030922
Georgia,2024-12-07,2025-01-04,5,2024,1144.0,268.10162733305026,1.4480708109565956
Hawaii,2024-12-07,2025-01-04,5,2024,125.0,43.257822888799225,1.046249762675335
Idaho,2024-12-07,2025-01-04,5,2024,252.00000000000003,147.78249312731612,0.5309040269645431
Illinois,2024-12-07,2025-01-04,5,2024,1595.0,294.9958885053695,1.6
Indiana,2024-12-07,2025-01-04,5,2024,829.0,305.3249226507084,0.9967793234624418
Iowa,2024-12-07,2025-01-04,5,2024,190.0,61.77862337484492,1.1126588046393282
Kansas,2024-12-07,2025-01-04,5,2024,353.0,157.46087022159006,0.803789225868794
Kentucky,2024-12-07,2025-01-04,5,2024,678.0,59.5570628353273,1.6
Louisiana,2024-12-07,2025-01-04,5,2024,713.0,292.96980524087826,0.8874059035375623
Maine,2024-12-07,2025-01-04,5,2024,88.0,181.12698775257576,-0.7160678089450876
Maryland,2024-12-07,2025-01-04,5,2024,457.0,199.1363854936308,0.8278701225048799
Massachusetts,2024-12-07,2025-01-04,5,2024,576.0,181.6691276831797,1.1501657956008131
Michigan,2024-12-07,2025-01-04,5,2024,644.0,456.0182589036541,0.3445269728623836
Minnesota,2024-12-07,2025-01-04,5,2024,942.0,255.89979305165645,1.3003801840778646
Mississippi,2024-12-07,2025-01-04,5,2024,273.0,54.62870032980661,1.5944288453311684
Missouri,2024-12-07,2025-01-04,5,2024,827.0,290.98963712273826,1.0422948420524287
Montana,2024-12-07,2025-01-04,5,2024,71.0,58.0332420470488,0.198565409248089
Nebraska,2024-12-07,2025-01-04,5,2024,211.0,73.7651293280394,1.042234683843822
Nevada,2024-12-07,2025-01-04,5,2024,387.0,140.11515270842472,1.0114290966762036
New Hampshire,2024-12-07,2025-01-04,5,2024,108.0,37.98643221676244,1.0281341885058013
New Jersey,2024-12-07,2025-01-04,5,2024,1326.0,223.60540724473455,1.6
New Mexico,2024-12-07,2025-01-04,5,2024,320.00000000000006,166.49682693085543,0.6504767157407141
New York,2024-12-07,2025-01-04,5,2024,2593.9999999999995,714.6010341679662,1.2882189987904402
North Carolina,2024-12-07,2025-01-04,5,2024,942.0,425.3611818675201,0.793779450821992
North Dakota,2024-12-07,2025-01-04,5,2024,56.0,38.513237222451934,0.3664155325117453
Ohio,2024-12-07,2025-01-04,5,2024,1302.0,331.8979285417323,1.364588655027232
Oklahoma,2024-12-07,2025-01-04,5,2024,404.0,276.7563758184541,0.3771426836083078
Oregon,2024-12-07,2025-01-04,5,2024,539.0,243.0542336518185,0.7941786698983977
Pennsylvania,2024-12-07,2025-01-04,5,2024,2032.0,361.2739859402021,1.6
Puerto Rico,2024-12-07,2025-01-04,5,2024,1010.0,159.68396192631442,1.6
Rhode Island,2024-12-07,2025-01-04,5,2024,93.0,31.466478372371192,1.063086659925399
South Carolina,2024-12-07,2025-01-04,5,2024,520.0,261.2114333113532,0.6865988660679934
