location,horizon,forecast_date,target_date,week_of_season,season_year,actual,predicted,residual_log
Massachusetts,1,2024-11-02,2024-11-09,0,2024,39.0,22.008395742841635,0.5530202724954045
Michigan,1,2024-11-02,2024-11-09,0,2024,35.99999999999999,35.90126521573421,0.002672074496278
Minnesota,1,2024-11-02,2024-11-09,0,2024,18.0,34.08255995797772,-0.6132651605318404
Mississippi,1,2024-11-02,2024-11-09,0,2024,23.0,33.471622700774965,-0.3620826248132984
Missouri,1,2024-11-02,2024-11-09,0,2024,30.0,65.64212819985694,-0.7653497286356679
Montana,1,2024-11-02,2024-11-09,0,2024,0.0,5.562505102025717,-1.6
Nebraska,1,2024-11-02,2024-11-09,0,2024,4.0,10.438991913013648,-0.8275899501429873
Nevada,1,2024-11-02,2024-11-09,0,2024,25.0,26.381047650681094,-0.0517545444625713
New Hampshire,1,2024-11-02,2024-11-09,0,2024,5.0,1.2145574962807024,0.9967068616343352
New Jersey,1,2024-11-02,2024-11-09,0,2024,30.000000000000004,51.79760812252451,-0.5324786844911982
New Mexico,1,2024-11-02,2024-11-09,0,2024,15.999999999999996,36.11992902044044,-0.7809406516950972
New York,1,2024-11-02,2024-11-09,0,2024,54.99999999999999,84.3345881294446,-0.4212281696101208
North Carolina,1,2024-11-02,2024-11-09,0,2024,27.0,162.1278668937097,-1.6
North Dakota,1,2024-11-02,2024-11-09,0,2024,1.1102230246251563e-16,1.597986960183528,-0.95473689906088
Ohio,1,2024-11-02,2024-11-09,0,2024,24.0,519.9242194402759,-1.6
Oklahoma,1,2024-11-02,2024-11-09,0,2024,12.999999999999998,21.509403984160823,-0.4748758471279086
Oregon,1,2024-11-02,2024-11-09,0,2024,25.0,22.409981472298885,0.1049340479628511
Pennsylvania,1,2024-11-02,2024-11-09,0,2024,142.0,212.4032925884253,-0.4003391376753402
Puerto Rico,1,2024-11-02,2024-11-09,0,2024,137.0,28.72995206752016,1.5350986604081631
Rhode Island,1,2024-11-02,2024-11-09,0,2024,3.0,2.8007940275916696,0.0510843615861416
South Carolina,1,2024-11-02,2024-11-09,0,2024,21.0,35.65601219790407,-0.5105350051196842
South Dakota,1,2024-11-02,2024-11-09,0,2024,2.0,6.82191759516167,-0.9583174526009832
Tennessee,1,2024-11-02,2024-11-09,0,2024,96.0,117.41989741053638,-0.1995257822811451
Texas,1,2024-11-02,2024-11-09,0,2024,185.0,353.09312619342853,-0.643813273167182
US,1,2024-11-02,2024-11-09,0,2024,2164.0,3842.9553964422194,-0.5740815261633321
Utah,1,2024-11-02,2024-11-09,0,2024,7.0,23.09793322905839,-1.1026845370089775
Vermont,1,2024-11-02,2024-11-09,0,2024,0.0,3.209935202297105,-1.4374472561974818
Virginia,1,2024-11-02,2024-11-09,0,2024,26.0,37.61187930254002,-0.3577231170717363
Washington,1,2024-11-02,2024-11-09,0,2024,14.0,38.51594265256548,-0.9686540008330256
West Virginia,1,2024-11-02,2024-11-09,0,2024,6.0,14.941037770143213,-0.8229866269643955
Wisconsin,1,2024-11-02,2024-11-09,0,2024,12.0,37.94990877956596,-1.097327072864441
Wyoming,1,2024-11-02,2024-11-09,0,2024,4.999999999999998,5.8615164281011,-0.1341690017400314
Alabama,1,2024-11-09,2024-11-16,1,2024,44.0,56.59973193316449,-0.2468554239825797
Alaska,1,2024-11-09,2024-11-16,1,2024,9.0,10.941178303418262,-0.1774076954797423
Arizona,1,2024-11-09,2024-11-16,1,2024,356.0,209.45204134492,0.5284779867055169
Arkansas,1,2024-11-09,2024-11-16,1,2024,13.0,37.97764088610669,-1.02393084149637
California,1,2024-11-09,2024-11-16,1,2024,323.0,391.3490020005412,-0.1914082391320439
Colorado,1,2024-11-09,2024-11-16,1,2024,29.0,60.92879082106229,-0.7247878081668317
Connecticut,1,2024-11-09,2024-11-16,1,2024,5.0,29.300504453673646,-1.6
Delaware,1,2024-11-09,2024-11-16,1,2024,4.0,6.878725766000094,-0.4547282735377298
District of Columbia,1,2024-11-09,2024-11-16,1,2024,1.0,8.698223326710629,-1.578795525978368
Florida,1,2024-11-09,2024-11-16,1,2024,386.0,201.97142683047537,0.6453594784245213
Georgia,1,2024-11-09,2024-11-16,1,2024,44.0,95.7223427733264,-0.7651819384650151
Hawaii,1,2024-11-09,2024-11-16,1,2024,15.0,10.434913950833248,0.3359174198625894
Idaho,1,2024-11-09,2024-11-16,1,2024,12.0,13.909168576659212,-0.1370270069607913
Illinois,1,2024-11-09,2024-11-16,1,2024,34.0,99.8425474899202,-1.0582123032037931
Indiana,1,2024-11-09,2024-11-16,1,2024,26.0,77.67215956031419,-1.0694524728347732
Iowa,1,2024-11-09,2024-11-16,1,2024,5.0,22.58372725473911,-1.368797481868846
Kansas,1,2024-11-09,2024-11-16,1,2024,11.0,19.61837556200765,-0.5412760459694796
Kentucky,1,2024-11-09,2024-11-16,1,2024,18.0,45.8891806254876,-0.9033479793845852
Louisiana,1,2024-11-09,2024-11-16,1,2024,84.0,47.02133925474269,0.5710057765662753
Maine,1,2024-11-09,2024-11-16,1,2024,0.0,2.38699687730249,-1.219943651869603
Maryland,1,2024-11-09,2024-11-16,1,2024,11.0,23.30985812852948,-0.7059753025924995
Massachusetts,1,2024-11-09,2024-11-16,1,2024,16.0,39.5657274789145,-0.8697102152899223
Michigan,1,2024-11-09,2024-11-16,1,2024,46.0,62.86220058987814,-0.3065800445800741
Minnesota,1,2024-11-09,2024-11-16,1,2024,8.0,48.48762281152205,-1.6
Mississippi,1,2024-11-09,2024-11-16,1,2024,24.0,46.31421399073614,-0.6379349326901647
Missouri,1,2024-11-09,2024-11-16,1,2024,29.0,90.97425903530542,-1.1203113631429882
Montana,1,2024-11-09,2024-11-16,1,2024,4.0,3.197749569802193,0.1748893474596147
Nebraska,1,2024-11-09,2024-11-16,1,2024,6.0,11.64804689248789,-0.5915926583471902
Nevada,1,2024-11-09,2024-11-16,1,2024,43.0,33.27990702836612,0.2496302523170355
New Hampshire,1,2024-11-09,2024-11-16,1,2024,6.0,3.646414542157245,0.4098142930832349
New Jersey,1,2024-11-09,2024-11-16,1,2024,37.0,80.25074128252719,-0.7599537849190998
New Mexico,1,2024-11-09,2024-11-16,1,2024,21.0,19.28972258608232,0.0809279720594871
New York,1,2024-11-09,2024-11-16,1,2024,63.0,210.9547741451657,-1.19748983905043
North Carolina,1,2024-11-09,2024-11-16,1,2024,38.0,93.76773178361168,-0.8878673231588055
North Dakota,1,2024-11-09,2024-11-16,1,2024,1.0,6.681453986235147,-1.345661669805021
Ohio,1,2024-11-09,2024-11-16,1,2024,40.0,54.85730232381619,-0.3092281991237495
Oklahoma,1,2024-11-09,2024-11-16,1,2024,13.0,53.75745382518191,-1.3638561727404412
Oregon,1,2024-11-09,2024-11-16,1,2024,36.0,22.29504319997502,0.4626773129030468
Pennsylvania,1,2024-11-09,2024-11-16,1,2024,111.0,215.6731837648348,-0.6598912813887399
Puerto Rico,1,2024-11-09,2024-11-16,1,2024,228.0,26.34701134694778,1.6
Rhode Island,1,2024-11-09,2024-11-16,1,2024,0.0,7.011582048402186,-1.6
South Carolina,1,2024-11-09,2024-11-16,1,2024,13.0,39.16312058454547,-1.0538918465478746
South Dakota,1,2024-11-09,2024-11-16,1,2024,0.0,6.14788015633223,-1.6
Tennessee,1,2024-11-09,2024-11-16,1,2024,94.0,102.3216866869067,-0.0839704013768027
Texas,1,2024-11-09,2024-11-16,1,2024,227.0,337.23499228222346,-0.394395268397349
US,1,2024-11-09,2024-11-16,1,2024,2612.0,2612.4037262101865,-0.0001544948427785
Utah,1,2024-11-09,2024-11-16,1,2024,10.0,22.164218702337745,-0.7447135179960704
Vermont,1,2024-11-09,2024-11-16,1,2024,3.0,2.826287016997887,0.0443994754042929
Virginia,1,2024-11-09,2024-11-16,1,2024,26.0,59.488775051296734,-0.8066209454762676
Washington,1,2024-11-09,2024-11-16,1,2024,22.0,49.03017828283648,-0.777132173083233
West Virginia,1,2024-11-09,2024-11-16,1,2024,4.0,17.122564270110775,-1.2877198941788153
Wisconsin,1,2024-11-09,2024-11-16,1,2024,6.0,44.484330501132455,-1.6
Wyoming,1,2024-11-09,2024-11-16,1,2024,4.0,4.163981911719208,-0.0322700577787096
Alabama,1,2024-11-16,2024-11-23,2,2024,50.0,88.14153391242421,-0.5583997425484779
Alaska,1,2024-11-16,2024-11-23,2,2024,7.0,10.99421855935764,-0.4049832052914555
Arizona,1,2024-11-16,2024-11-23,2,2024,488.0,342.554457803389,0.3530168523771566
Arkansas,1,2024-11-16,2024-11-23,2,2024,7.999999999999999,46.801100820206194,-1.6
California,1,2024-11-16,2024-11-23,2,2024,526.0,448.3805229103679,0.159330529937697
Colorado,1,2024-11-16,2024-11-23,2,2024,31.0,53.33317811976083,-0.5293991526433275
Connecticut,1,2024-11-16,2024-11-23,2,2024,4.0,22.71666043209541,-1.5567398605564031
Delaware,1,2024-11-16,2024-11-23,2,2024,6.999999999999999,10.373155304353253,-0.3518142389601646
District of Columbia,1,2024-11-16,2024-11-23,2,2024,8.0,10.948770121641536,-0.2834037770537234
Florida,1,2024-11-16,2024-11-23,2,2024,445.0,451.591601519992,-0.0146712249311837
Georgia,1,2024-11-16,2024-11-23,2,2024,48.0,116.66838015913308,-0.8760500323074534
Hawaii,1,2024-11-16,2024-11-23,2,2024,8.0,14.94753567057607,-0.5720797365455939
Idaho,1,2024-11-16,2024-11-23,2,2024,32.0,20.07793526431661,0.4482807902035635
Illinois,1,2024-11-16,2024-11-23,2,2024,86.0,72.75018553823287,0.16522460766517
Indiana,1,2024-11-16,2024-11-23,2,2024,32.0,117.10055452513242,-1.275028857112201
Iowa,1,2024-11-16,2024-11-23,2,2024,5.0,25.72110805020552,-1.4936943475253948
Kansas,1,2024-11-16,2024-11-23,2,2024,17.0,35.79062372422701,-0.714871264711681
Kentucky,1,2024-11-16,2024-11-23,2,2024,20.0,45.04636585360184,-0.7851264044609674
Louisiana,1,2024-11-16,2024-11-23,2,2024,78.0,122.06049323656254,-0.4432281969354745
Maine,1,2024-11-16,2024-11-23,2,2024,2.42861286636753e-16,12.979440772204786,-1.6
Maryland,1,2024-11-16,2024-11-23,2,2024,16.0,21.033195561859475,-0.2593368612480837
Massachusetts,1,2024-11-16,2024-11-23,2,2024,50.0,90.04005919605402,-0.5794739878737603
Michigan,1,2024-11-16,2024-11-23,2,2024,67.0,106.97166686249236,-0.4623611436641299
Minnesota,1,2024-11-16,2024-11-23,2,2024,11.000000000000002,65.10614579844335,-1.6
Mississippi,1,2024-11-16,2024-11-23,2,2024,36.0,70.77769582816461,-0.6626558720886293
Missouri,1,2024-11-16,2024-11-23,2,2024,42.0,120.42539959357268,-1.0380999634002204
Montana,1,2024-11-16,2024-11-23,2,2024,1.0000000000000002,6.535511686138303,-1.3264795571277133
Nebraska,1,2024-11-16,2024-11-23,2,2024,5.0,11.65368309811198,-0.7461888575693205
Nevada,1,2024-11-16,2024-11-23,2,2024,48.0,42.42194740786125,0.1208552841857808
New Hampshire,1,2024-11-16,2024-11-23,2,2024,11.0,11.153144922392674,-0.0126813278541058
New Jersey,1,2024-11-16,2024-11-23,2,2024,47.0,94.88933164555824,-0.6919937202215007
New Mexico,1,2024-11-16,2024-11-23,2,2024,29.0,37.65561411814622,-0.253494638143473
New York,1,2024-11-16,2024-11-23,2,2024,103.0,212.2659601681012,-0.7181491269531888
North Carolina,1,2024-11-16,2024-11-23,2,2024,31.0,101.7947437594276,-1.1669983181692491
North Dakota,1,2024-11-16,2024-11-23,2,2024,3.0000000000000004,8.02211591806557,-0.8133845261616908
Ohio,1,2024-11-16,2024-11-23,2,2024,40.0,22.31517544068305,0.5644676116735767
Oklahoma,1,2024-11-16,2024-11-23,2,2024,14.0,85.21247162383565,-1.6
Oregon,1,2024-11-16,2024-11-23,2,2024,63.0,65.24547658184204,-0.0344841011656793
Pennsylvania,1,2024-11-16,2024-11-23,2,2024,134.0,244.62021181521413,-0.5985117101130077
Puerto Rico,1,2024-11-16,2024-11-23,2,2024,160.0,100.06456459430592,0.4656447989696604
Rhode Island,1,2024-11-16,2024-11-23,2,2024,2.0,9.48653339801072,-1.251479611822574
South Carolina,1,2024-11-16,2024-11-23,2,2024,13.0,58.99962504956954,-1.4552809834134748
South Dakota,1,2024-11-16,2024-11-23,2,2024,4.8572257327350605e-17,10.272786927300803,-1.6
Tennessee,1,2024-11-16,2024-11-23,2,2024,59.0,134.90903901193903,-0.817641268952289
Texas,1,2024-11-16,2024-11-23,2,2024,276.0,382.6330845914692,-0.3256690807343982
US,1,2024-11-16,2024-11-23,2,2024,3279.0,5664.748723227245,-0.5465956298515326
Utah,1,2024-11-16,2024-11-23,2,2024,20.0,26.75900345201645,-0.2790377985682295
Vermont,1,2024-11-16,2024-11-23,2,2024,1.6653345369377348e-16,4.495791217241303,-1.6
Virginia,1,2024-11-16,2024-11-23,2,2024,35.0,96.54502637849362,-0.9967951419569197
Washington,1,2024-11-16,2024-11-23,2,2024,29.0,58.11449713886456,-0.6782788111270945
West Virginia,1,2024-11-16,2024-11-23,2,2024,4.0,27.052143011251506,-1.6
Wisconsin,1,2024-11-16,2024-11-23,2,2024,18.0,53.92036494230802,-1.0614452466913695
Wyoming,1,2024-11-16,2024-11-23,2,2024,9.0,7.022968899255334,0.2202765526783348
Alabama,1,2024-11-23,2024-11-30,3,2024,65.0,79.59060405460983,-0.1997273256859228
Alaska,1,2024-11-23,2024-11-30,3,2024,10.0,10.887363604014112,-0.0775806811073427
Arizona,1,2024-11-23,2024-11-30,3,2024,558.0,397.02884392936863,0.3396249983123001
Arkansas,1,2024-11-23,2024-11-30,3,2024,12.0,50.650587586675854,-1.3795522143545194
California,1,2024-11-23,2024-11-30,3,2024,708.0,536.7696273339859,0.2764252600564303
Colorado,1,2024-11-23,2024-11-30,3,2024,67.0,54.90960306705095,0.1957715496610381
Connecticut,1,2024-11-23,2024-11-30,3,2024,11.0,15.944044094971844,-0.3450097414621309
Delaware,1,2024-11-23,2024-11-30,3,2024,5.0,7.92739368937761,-0.3973650229688141
District of Columbia,1,2024-11-23,2024-11-30,3,2024,5.0,7.079812695343996,-0.2976092217669519
Florida,1,2024-11-23,2024-11-30,3,2024,614.0,435.0637210100638,0.3438338860305725
Georgia,1,2024-11-23,2024-11-30,3,2024,56.0,135.1087419636382,-0.8704028716751386
Hawaii,1,2024-11-23,2024-11-30,3,2024,14.0,18.96703561386632,-0.286032493337276
Idaho,1,2024-11-23,2024-11-30,3,2024,63.0,29.092764654277804,0.7545983174342994
Illinois,1,2024-11-23,2024-11-30,3,2024,83.0,91.7138489065628,-0.0987010574629927
Indiana,1,2024-11-23,2024-11-30,3,2024,41.0,82.55060739977274,-0.6877829066271537
Iowa,1,2024-11-23,2024-11-30,3,2024,4.0,22.395634988613644,-1.5431115535808668
Kansas,1,2024-11-23,2024-11-30,3,2024,20.0,42.86767601217299,-0.7366553016310129
Kentucky,1,2024-11-23,2024-11-30,3,2024,24.0,34.30773662440188,-0.345226282887372
Louisiana,1,2024-11-23,2024-11-30,3,2024,135.0,105.02057362803468,0.2490217196266577
Maine,1,2024-11-23,2024-11-30,3,2024,2.0,15.15718883285055,-1.6
Maryland,1,2024-11-23,2024-11-30,3,2024,21.0,60.70535219643785,-1.0313282192760704
Massachusetts,1,2024-11-23,2024-11-30,3,2024,72.0,64.07643861076056,0.1148968835469146
Michigan,1,2024-11-23,2024-11-30,3,2024,65.0,98.5033722199493,-0.4105367932215946
Minnesota,1,2024-11-23,2024-11-30,3,2024,18.0,46.18083080417323,-0.9095487039029236
Mississippi,1,2024-11-23,2024-11-30,3,2024,28.0,45.294022234916525,-0.4677170133733273
Missouri,1,2024-11-23,2024-11-30,3,2024,41.0,97.938328825023,-0.8568270965813762
Montana,1,2024-11-23,2024-11-30,3,2024,2.0,11.257163324576917,-1.4074982386063766
Nebraska,1,2024-11-23,2024-11-30,3,2024,11.0,13.918697691058236,-0.2177086550558571
Nevada,1,2024-11-23,2024-11-30,3,2024,61.0,58.39308889491602,0.04295651401595
New Hampshire,1,2024-11-23,2024-11-30,3,2024,14.0,11.10138976159332,0.2147298987649715
New Jersey,1,2024-11-23,2024-11-30,3,2024,67.0,105.51294379626997,-0.4487588105813742
New Mexico,1,2024-11-23,2024-11-30,3,2024,55.0,39.553878438584135,0.3227202689131183
New York,1,2024-11-23,2024-11-30,3,2024,145.0,189.11434156181872,-0.2640190671383164
North Carolina,1,2024-11-23,2024-11-30,3,2024,43.0,131.06859338972626,-1.099131800590285
North Dakota,1,2024-11-23,2024-11-30,3,2024,1.0,4.943794533150851,-1.0892005591569212
Ohio,1,2024-11-23,2024-11-30,3,2024,55.0,92.7008087270346,-0.5147551294968951
Oklahoma,1,2024-11-23,2024-11-30,3,2024,40.0,53.47497512376971,-0.2841693574722046
Oregon,1,2024-11-23,2024-11-30,3,2024,83.0,75.81838766807716,0.0893727645853204
Pennsylvania,1,2024-11-23,2024-11-30,3,2024,116.0,223.8154497791134,-0.6531059076356183
Puerto Rico,1,2024-11-23,2024-11-30,3,2024,368.0,171.23251268947888,0.7619512621482798
Rhode Island,1,2024-11-23,2024-11-30,3,2024,6.0,5.394521295527829,0.0904685728814311
South Carolina,1,2024-11-23,2024-11-30,3,2024,18.0,37.95081961661545,-0.7178608357175071
South Dakota,1,2024-11-23,2024-11-30,3,2024,5.0,8.124711276053525,-0.4192267887594783
Tennessee,1,2024-11-23,2024-11-30,3,2024,60.0,139.13796625774643,-0.8317535464456087
Texas,1,2024-11-23,2024-11-30,3,2024,405.0,451.50610709331033,-0.1084480997859804
US,1,2024-11-23,2024-11-30,3,2024,4438.0,4142.04844834478,0.0689972688001994
Utah,1,2024-11-23,2024-11-30,3,2024,20.0,33.95235230572645,-0.509463333576401
Vermont,1,2024-11-23,2024-11-30,3,2024,3.0,5.9719692528100525,-0.5556033564320684
Virginia,1,2024-11-23,2024-11-30,3,2024,46.0,73.23985340646446,-0.4571535121762879
Washington,1,2024-11-23,2024-11-30,3,2024,46.0,76.93868706788396,-0.5057748526375772
West Virginia,1,2024-11-23,2024-11-30,3,2024,3.0,15.453208479705374,-1.4142261414318018
Wisconsin,1,2024-11-23,2024-11-30,3,2024,12.0,38.26745673439365,-1.1054467454557204
Wyoming,1,2024-11-23,2024-11-30,3,2024,7.0,6.543850013907484,0.0587088780538107
Alabama,1,2024-11-30,2024-12-07,4,2024,102.0,101.00800575624169,0.00967769021908
Alaska,1,2024-11-30,2024-12-07,4,2024,18.0,10.691187106345144,0.4856036599635094
Arizona,1,2024-11-30,2024-12-07,4,2024,882.0,537.6963894837756,0.4941730732161975
Arkansas,1,2024-11-30,2024-12-07,4,2024,32.0,51.3589470164348,-0.4616152689153003
California,1,2024-11-30,2024-12-07,4,2024,1127.0,773.1543425919277,0.3764301693141174
Colorado,1,2024-11-30,2024-12-07,4,2024,90.0,66.46386158195074,0.2992674359786385
Connecticut,1,2024-11-30,2024-12-07,4,2024,13.0,24.387050807771985,-0.5951819036939257
Delaware,1,2024-11-30,2024-12-07,4,2024,15.000000000000002,13.33188395246892,0.1101020199224511
District of Columbia,1,2024-11-30,2024-12-07,4,2024,2.0,12.863958096941294,-1.5306802413041949
Florida,1,2024-11-30,2024-12-07,4,2024,717.0,497.6705541904264,0.3645239033758818
Georgia,1,2024-11-30,2024-12-07,4,2024,88.0,139.03988254332066,-0.4532908876173316
Hawaii,1,2024-11-30,2024-12-07,4,2024,20.0,19.67311742366969,0.0156882566465652
Idaho,1,2024-11-30,2024-12-07,4,2024,78.0,46.26462146249243,0.5136857974550795
Illinois,1,2024-11-30,2024-12-07,4,2024,107.0,174.95202518601388,-0.4880801465857383
Indiana,1,2024-11-30,2024-12-07,4,2024,65.0,103.7651313084215,-0.4620662579753984
Iowa,1,2024-11-30,2024-12-07,4,2024,13.0,24.31562188949165,-0.5923643415523419
Kansas,1,2024-11-30,2024-12-07,4,2024,36.0,47.65529544971313,-0.2738427379515058
Kentucky,1,2024-11-30,2024-12-07,4,2024,53.0,50.652129494538265,0.0444526225254291
Louisiana,1,2024-11-30,2024-12-07,4,2024,163.0,107.30268140176672,0.41493651510467
Maine,1,2024-11-30,2024-12-07,4,2024,2.0,9.62551458242322,-1.2646458562565053
Maryland,1,2024-11-30,2024-12-07,4,2024,37.0,87.01936213738253,-0.8399706548384644
Massachusetts,1,2024-11-30,2024-12-07,4,2024,95.0,97.78030715395964,-0.0285500731150021
Michigan,1,2024-11-30,2024-12-07,4,2024,94.0,102.73817279252196,-0.0879932638315832
Minnesota,1,2024-11-30,2024-12-07,4,2024,40.0,55.651867252307966,-0.3233528814322879
Mississippi,1,2024-11-30,2024-12-07,4,2024,39.0,65.77764198964827,-0.5124888696500967
Missouri,1,2024-11-30,2024-12-07,4,2024,54.0,115.28393707814573,-0.7487017484861989
Montana,1,2024-11-30,2024-12-07,4,2024,2.0,10.960961952072118,-1.3830358873952553
Nebraska,1,2024-11-30,2024-12-07,4,2024,13.0,18.65986169380298,-0.3395217501758116
Nevada,1,2024-11-30,2024-12-07,4,2024,82.0,67.37155102397134,0.1938837903892727
New Hampshire,1,2024-11-30,2024-12-07,4,2024,16.0,14.230427477030457,0.1099181094517498
New Jersey,1,2024-11-30,2024-12-07,4,2024,109.0,108.97089869412504,0.000264592327599
New Mexico,1,2024-11-30,2024-12-07,4,2024,103.0,45.90543346544288,0.7962573782578408
New York,1,2024-11-30,2024-12-07,4,2024,275.0,268.3938995556612,0.0242262465568137
North Carolina,1,2024-11-30,2024-12-07,4,2024,65.0,101.24627107530917,-0.4377295835303538
North Dakota,1,2024-11-30,2024-12-07,4,2024,2.0,7.274802140725471,-1.0146027218228089
Ohio,1,2024-11-30,2024-12-07,4,2024,93.0,82.19954497705442,0.122052903483584
Oklahoma,1,2024-11-30,2024-12-07,4,2024,40.0,72.50659096632037,-0.5838030085052601
Oregon,1,2024-11-30,2024-12-07,4,2024,119.0,101.61572319283296,0.1565005742930756
Pennsylvania,1,2024-11-30,2024-12-07,4,2024,208.0,271.54411617807784,-0.2654662432665091
Puerto Rico,1,2024-11-30,2024-12-07,4,2024,457.0,160.01545798916595,1.045368811383545
Rhode Island,1,2024-11-30,2024-12-07,4,2024,10.0,7.631643487709757,0.2424603469339001
South Carolina,1,2024-11-30,2024-12-07,4,2024,40.0,38.85937413434873,0.0282144536398014
South Dakota,1,2024-11-30,2024-12-07,4,2024,0.9999999999999994,8.65530649760296,-1.5743604797781383
Tennessee,1,2024-11-30,2024-12-07,4,2024,115.0,114.37860292803131,0.0053712707923283
Texas,1,2024-11-30,2024-12-07,4,2024,530.0,509.8714769012369,0.0386439755863419
US,1,2024-11-30,2024-12-07,4,2024,6518.0,5915.602535346765,0.0969586018441521
Utah,1,2024-11-30,2024-12-07,4,2024,64.0,45.23294434262361,0.3406946449202386
Vermont,1,2024-11-30,2024-12-07,4,2024,1.6653345369377348e-16,4.802127959105103,-1.6
Virginia,1,2024-11-30,2024-12-07,4,2024,69.0,99.31297037399143,-0.3597997603505014
Washington,1,2024-11-30,2024-12-07,4,2024,78.0,88.84037125073598,-0.1285865903092142
West Virginia,1,2024-11-30,2024-12-07,4,2024,13.0,20.80461573722568,-0.4430643488333246
Wisconsin,1,2024-11-30,2024-12-07,4,2024,27.0,74.18559663079664,-0.9877551682706414
Wyoming,1,2024-11-30,2024-12-07,4,2024,5.0,9.58419754618361,-0.5676026220158232
Alabama,1,2024-12-07,2024-12-14,5,2024,193.0,111.06507171669008,0.5487784590114719
Alaska,1,2024-12-07,2024-12-14,5,2024,27.0,12.129165239005966,0.7573684004995545
Arizona,1,2024-12-07,2024-12-14,5,2024,1023.0,608.2039959634116,0.5193186252378252
Arkansas,1,2024-12-07,2024-12-14,5,2024,42.0,52.733465958110735,-0.222835893910863
California,1,2024-12-07,2024-12-14,5,2024,1521.0,933.8208091942024,0.4874256754203934
Colorado,1,2024-12-07,2024-12-14,5,2024,129.0,97.91867063555244,0.2732364466760035
Connecticut,1,2024-12-07,2024-12-14,5,2024,24.0,37.66067542216259,-0.4359471195861326
Delaware,1,2024-12-07,2024-12-14,5,2024,15.0,11.360053140209896,0.258118970849746
District of Columbia,1,2024-12-07,2024-12-14,5,2024,4.0,11.837905208848133,-0.942964226789664
Florida,1,2024-12-07,2024-12-14,5,2024,893.0,655.9526136680818,0.308093884605003
Georgia,1,2024-12-07,2024-12-14,5,2024,215.0,131.11617234604978,0.4915967786223456
Hawaii,1,2024-12-07,2024-12-14,5,2024,34.0,30.608007663281924,0.1019375659328107
Idaho,1,2024-12-07,2024-12-14,5,2024,110.0,69.27232964772995,0.4571520838510254
Illinois,1,2024-12-07,2024-12-14,5,2024,242.0,157.2893940655753,0.4286364776521534
Indiana,1,2024-12-07,2024-12-14,5,2024,142.0,124.10148456175426,0.1337193458570196
Iowa,1,2024-12-07,2024-12-14,5,2024,23.0,25.396024572029773,-0.0951595840725452
Kansas,1,2024-12-07,2024-12-14,5,2024,90.0,44.27130855663762,0.6981860398839665
Kentucky,1,2024-12-07,2024-12-14,5,2024,79.0,54.08547622070303,0.3731405427217451
Louisiana,1,2024-12-07,2024-12-14,5,2024,252.0,152.44131761939437,0.5000712904330005
Maine,1,2024-12-07,2024-12-14,5,2024,2.0,9.759359077503866,-1.2771636990037016
Maryland,1,2024-12-07,2024-12-14,5,2024,73.0,76.73866454257808,-0.0492876535616533
Massachusetts,1,2024-12-07,2024-12-14,5,2024,133.0,117.20506081509777,0.1254188802009128
Michigan,1,2024-12-07,2024-12-14,5,2024,172.0,118.70458279905914,0.3682646969603054
Minnesota,1,2024-12-07,2024-12-14,5,2024,91.0,73.7802808689644,0.207234351570186
Mississippi,1,2024-12-07,2024-12-14,5,2024,62.0,64.62238166186182,-0.0407820952383746
