location,horizon,forecast_date,target_date,week_of_season,season_year,actual,predicted,residual_log
South Dakota,3,2024-11-02,2024-11-23,0,2024,4.857225732735061e-17,15.072225834062124,-1.6
Tennessee,3,2024-11-02,2024-11-23,0,2024,59.0,152.31642868194058,-0.9381593847887286
Texas,3,2024-11-02,2024-11-23,0,2024,276.0,547.0421538776177,-0.6823347009365834
US,3,2024-11-02,2024-11-23,0,2024,3279.0,6694.771179510748,-0.7136327374937714
Utah,3,2024-11-02,2024-11-23,0,2024,20.0,41.49690092437288,-0.7049087161216772
Vermont,3,2024-11-02,2024-11-23,0,2024,1.6653345369377348e-16,7.092346821779268,-1.6
Virginia,3,2024-11-02,2024-11-23,0,2024,35.0,120.9641452618044,-1.2202081717859512
Washington,3,2024-11-02,2024-11-23,0,2024,29.0,83.56965600028418,-1.0363781444907851
West Virginia,3,2024-11-02,2024-11-23,0,2024,4.0,36.447655679980166,-1.6
Wisconsin,3,2024-11-02,2024-11-23,0,2024,18.0,79.97341461704448,-1.4496819070274078
Wyoming,3,2024-11-02,2024-11-23,0,2024,9.0,8.449836046749155,0.0565877011892537
Alabama,3,2024-11-09,2024-11-30,1,2024,65.0,114.0035374746462,-0.5553081465128233
Alaska,3,2024-11-09,2024-11-30,1,2024,10.0,13.042047502008282,-0.2441609486430001
Arizona,3,2024-11-09,2024-11-30,1,2024,558.0,249.19402720958925,0.8039127474712222
Arkansas,3,2024-11-09,2024-11-30,1,2024,12.0,75.59845280099623,-1.6
California,3,2024-11-09,2024-11-30,1,2024,708.0,604.206341589875,0.1582860661700582
Colorado,3,2024-11-09,2024-11-30,1,2024,67.0,84.94195939116426,-0.2341644724356708
Connecticut,3,2024-11-09,2024-11-30,1,2024,11.0,40.43086137623519,-1.2391193972084025
Delaware,3,2024-11-09,2024-11-30,1,2024,5.0,10.813087578850787,-0.6774485644796422
District of Columbia,3,2024-11-09,2024-11-30,1,2024,5.0,14.863277233980885,-0.9722473608141828
Florida,3,2024-11-09,2024-11-30,1,2024,614.0,279.1291720708958,0.786371442192066
Georgia,3,2024-11-09,2024-11-30,1,2024,56.0,194.0621489616408,-1.2302669525749153
Hawaii,3,2024-11-09,2024-11-30,1,2024,14.0,14.394303347361152,-0.0259473273738479
Idaho,3,2024-11-09,2024-11-30,1,2024,63.0,31.64433798024256,0.6732116582882428
Illinois,3,2024-11-09,2024-11-30,1,2024,83.0,188.274895224674,-0.8123836315845461
Indiana,3,2024-11-09,2024-11-30,1,2024,41.0,156.46419273798534,-1.3215284664395832
Iowa,3,2024-11-09,2024-11-30,1,2024,4.0,40.57550575889914,-1.6
Kansas,3,2024-11-09,2024-11-30,1,2024,20.0,55.95743513964513,-0.9977817992169656
Kentucky,3,2024-11-09,2024-11-30,1,2024,24.0,74.22421028980033,-1.1015972996174015
Louisiana,3,2024-11-09,2024-11-30,1,2024,135.0,85.72191744258478,0.4499482375582415
Maine,3,2024-11-09,2024-11-30,1,2024,2.0,21.93888815689614,-1.6
Maryland,3,2024-11-09,2024-11-30,1,2024,21.0,64.55686810972963,-1.0918755280176171
Massachusetts,3,2024-11-09,2024-11-30,1,2024,72.0,88.94639637376216,-0.2087544558971226
Michigan,3,2024-11-09,2024-11-30,1,2024,65.0,115.46759971646308,-0.5679583782766775
Minnesota,3,2024-11-09,2024-11-30,1,2024,18.0,84.23629582870049,-1.5009883713325625
Mississippi,3,2024-11-09,2024-11-30,1,2024,28.0,81.19230146674357,-1.0417658115673103
Missouri,3,2024-11-09,2024-11-30,1,2024,41.0,163.11225865256867,-1.3628810793539112
Montana,3,2024-11-09,2024-11-30,1,2024,2.0,11.90849406216252,-1.459273260444714
Nebraska,3,2024-11-09,2024-11-30,1,2024,11.0,19.569332594227248,-0.5388946077611547
Nevada,3,2024-11-09,2024-11-30,1,2024,61.0,49.91027548406095,0.1970696059480614
New Hampshire,3,2024-11-09,2024-11-30,1,2024,14.0,8.700405069822112,0.4358825566893127
New Jersey,3,2024-11-09,2024-11-30,1,2024,67.0,148.51961118714476,-0.7879198575608157
New Mexico,3,2024-11-09,2024-11-30,1,2024,55.0,39.62822665210015,0.3208886279568035
New York,3,2024-11-09,2024-11-30,1,2024,145.0,319.6525683094404,-0.7867515735517614
North Carolina,3,2024-11-09,2024-11-30,1,2024,43.0,186.67034022065843,-1.4504972802497895
North Dakota,3,2024-11-09,2024-11-30,1,2024,1.0,10.339983466106531,-1.6
Ohio,3,2024-11-09,2024-11-30,1,2024,55.0,24.86227440694303,0.7725663704876884
Oklahoma,3,2024-11-09,2024-11-30,1,2024,40.0,91.7073795053706,-0.8158760090137642
Oregon,3,2024-11-09,2024-11-30,1,2024,83.0,68.65623423208932,0.1872445946246896
Pennsylvania,3,2024-11-09,2024-11-30,1,2024,116.0,310.5416009360362,-0.9793589448691532
Puerto Rico,3,2024-11-09,2024-11-30,1,2024,368.0,35.14932933971045,1.6
Rhode Island,3,2024-11-09,2024-11-30,1,2024,6.0,12.931982370733632,-0.6882769380682003
South Carolina,3,2024-11-09,2024-11-30,1,2024,18.0,81.95880106465124,-1.473905132681395
South Dakota,3,2024-11-09,2024-11-30,1,2024,5.0,14.502032478820505,-0.949211673766504
Tennessee,3,2024-11-09,2024-11-30,1,2024,60.0,148.9852271901454,-0.8996629396739086
Texas,3,2024-11-09,2024-11-30,1,2024,405.0,558.2728935163605,-0.3202843760350022
US,3,2024-11-09,2024-11-30,1,2024,4438.0,5117.261632106159,-0.1423857305685967
Utah,3,2024-11-09,2024-11-30,1,2024,20.0,45.27208789256636,-0.790016488287351
Vermont,3,2024-11-09,2024-11-30,1,2024,3.0,5.784533064502559,-0.5283511110077457
Virginia,3,2024-11-09,2024-11-30,1,2024,46.0,133.78434532931328,-1.053528457452379
Washington,3,2024-11-09,2024-11-30,1,2024,46.0,104.562226805734,-0.8091530048686701
West Virginia,3,2024-11-09,2024-11-30,1,2024,3.0,33.37004397823467,-1.6
Wisconsin,3,2024-11-09,2024-11-30,1,2024,12.0,77.21700429973646,-1.6
Wyoming,3,2024-11-09,2024-11-30,1,2024,7.0,6.110474637775486,0.1178725437249332
Alabama,3,2024-11-16,2024-12-07,2,2024,102.0,142.4390242026754,-0.3311810382183591
Alaska,3,2024-11-16,2024-12-07,2,2024,18.0,14.69406309627925,0.191156485061489
Arizona,3,2024-11-16,2024-12-07,2,2024,882.0,390.8794032542748,0.8123710529053572
Arkansas,3,2024-11-16,2024-12-07,2,2024,32.0,87.01338279032903,-0.9809813186119968
California,3,2024-11-16,2024-12-07,2,2024,1127.0,695.0218776241262,0.4828203388496055
Colorado,3,2024-11-16,2024-12-07,2,2024,90.0,89.2883624611625,0.0078509307982725
Connecticut,3,2024-11-16,2024-12-07,2,2024,13.0,43.27467811182844,-1.1513555838257077
Delaware,3,2024-11-16,2024-12-07,2,2024,15.000000000000002,16.704404273702938,-0.1012247154099603
District of Columbia,3,2024-11-16,2024-12-07,2,2024,2.0,16.635344058183158,-1.6
Florida,3,2024-11-16,2024-12-07,2,2024,717.0,497.9524819194408,0.3639587044453947
Georgia,3,2024-11-16,2024-12-07,2,2024,88.0,213.1460734112653,-0.878021998467772
Hawaii,3,2024-11-16,2024-12-07,2,2024,20.0,26.765064797124303,-0.2792561307374335
Idaho,3,2024-11-16,2024-12-07,2,2024,78.0,33.81316961501292,0.8194521000628794
Illinois,3,2024-11-16,2024-12-07,2,2024,107.0,182.43548466098056,-0.5297317963218946
Indiana,3,2024-11-16,2024-12-07,2,2024,65.0,203.12595021477728,-1.1290824643165769
Iowa,3,2024-11-16,2024-12-07,2,2024,13.0,45.75866682707928,-1.2059422956129442
Kansas,3,2024-11-16,2024-12-07,2,2024,36.0,70.67236229561985,-0.6611872975498163
Kentucky,3,2024-11-16,2024-12-07,2,2024,53.0,80.1724261378969,-0.4075915633506044
Louisiana,3,2024-11-16,2024-12-07,2,2024,163.0,155.70785981294318,0.045483121373314
Maine,3,2024-11-16,2024-12-07,2,2024,2.0,27.24489606505268,-1.6
Maryland,3,2024-11-16,2024-12-07,2,2024,37.0,93.85561175055062,-0.9147696993805106
Massachusetts,3,2024-11-16,2024-12-07,2,2024,95.0,134.73380171520046,-0.3463474358449074
Michigan,3,2024-11-16,2024-12-07,2,2024,94.0,142.45776493311809,-0.4121637792546346
Minnesota,3,2024-11-16,2024-12-07,2,2024,40.0,111.73678001681846,-1.0114836543989556
Mississippi,3,2024-11-16,2024-12-07,2,2024,39.0,104.86790584554583,-0.9733126916125996
Missouri,3,2024-11-16,2024-12-07,2,2024,54.0,195.08971523906152,-1.2712391000827932
Montana,3,2024-11-16,2024-12-07,2,2024,2.0,16.58915710087186,-1.6
Nebraska,3,2024-11-16,2024-12-07,2,2024,13.0,24.544108190187927,-0.6013493612325034
Nevada,3,2024-11-16,2024-12-07,2,2024,82.0,62.01015908678903,0.2755446390594533
New Hampshire,3,2024-11-16,2024-12-07,2,2024,16.0,14.383453905953042,0.0999208339327433
New Jersey,3,2024-11-16,2024-12-07,2,2024,109.0,157.48776835424536,-0.3651970532804727
New Mexico,3,2024-11-16,2024-12-07,2,2024,103.0,54.65313134874626,0.6252525543820608
New York,3,2024-11-16,2024-12-07,2,2024,275.0,377.7943440576466,-0.3165925642732876
North Carolina,3,2024-11-16,2024-12-07,2,2024,65.0,170.572580738044,-0.955351646351474
North Dakota,3,2024-11-16,2024-12-07,2,2024,2.0,11.65973291902922,-1.4398140313821977
Ohio,3,2024-11-16,2024-12-07,2,2024,93.0,73.40955846245538,0.2337103747252964
Oklahoma,3,2024-11-16,2024-12-07,2,2024,40.0,136.60102925417922,-1.2107863388118671
Oregon,3,2024-11-16,2024-12-07,2,2024,119.0,106.87019619654468,0.1065631255723644
Pennsylvania,3,2024-11-16,2024-12-07,2,2024,208.0,374.1030593308541,-0.5848665611304371
Puerto Rico,3,2024-11-16,2024-12-07,2,2024,457.0,98.92639436407116,1.5224353255078649
Rhode Island,3,2024-11-16,2024-12-07,2,2024,10.0,15.531837365099529,-0.4073927862210373
South Carolina,3,2024-11-16,2024-12-07,2,2024,40.0,95.6560723259571,-0.8575869649739225
South Dakota,3,2024-11-16,2024-12-07,2,2024,0.9999999999999994,18.537970250143875,-1.6
Tennessee,3,2024-11-16,2024-12-07,2,2024,115.0,181.36477480455736,-0.4524187472946348
Texas,3,2024-11-16,2024-12-07,2,2024,530.0,613.5179182975917,-0.1460760664888951
US,3,2024-11-16,2024-12-07,2,2024,6518.0,7996.34097839776,-0.2043881187874436
Utah,3,2024-11-16,2024-12-07,2,2024,64.0,51.95762402655417,0.204895222820221
Vermont,3,2024-11-16,2024-12-07,2,2024,1.6653345369377348e-16,8.362350320581069,-1.6
Virginia,3,2024-11-16,2024-12-07,2,2024,69.0,178.46073664491513,-0.9414612045982363
Washington,3,2024-11-16,2024-12-07,2,2024,78.0,119.10479952114042,-0.418916838527676
West Virginia,3,2024-11-16,2024-12-07,2,2024,13.0,45.04704188690968,-1.1906061940392711
Wisconsin,3,2024-11-16,2024-12-07,2,2024,27.0,112.80983573214505,-1.4023244377658703
Wyoming,3,2024-11-16,2024-12-07,2,2024,5.0,8.575256617020113,-0.4674228662126927
Alabama,3,2024-11-23,2024-12-14,3,2024,193.0,135.18320106116414,0.3538571131813484
Alaska,3,2024-11-23,2024-12-14,3,2024,27.0,14.25953478531587,0.6069999706737761
Arizona,3,2024-11-23,2024-12-14,3,2024,1023.0,445.5628617941541,0.8298916272997419
Arkansas,3,2024-11-23,2024-12-14,3,2024,42.0,91.53758709832384,-0.7664147932971361
California,3,2024-11-23,2024-12-14,3,2024,1521.0,759.4382323025854,0.6938856498727537
Colorado,3,2024-11-23,2024-12-14,3,2024,129.0,90.31545206976998,0.3532144321610708
Connecticut,3,2024-11-23,2024-12-14,3,2024,24.0,42.73137452579435,-0.5591899721640536
Delaware,3,2024-11-23,2024-12-14,3,2024,15.0,14.323841643085114,0.0431788293698667
District of Columbia,3,2024-11-23,2024-12-14,3,2024,4.0,15.626625269046723,-1.2015674298737309
Florida,3,2024-11-23,2024-12-14,3,2024,893.0,469.5446761983471,0.6418148659304954
Georgia,3,2024-11-23,2024-12-14,3,2024,215.0,216.84741837328207,-0.0085164943306761
Hawaii,3,2024-11-23,2024-12-14,3,2024,34.0,35.60359118861395,-0.0447982940119486
Idaho,3,2024-11-23,2024-12-14,3,2024,110.0,37.28149682390027,1.0645635335092771
Illinois,3,2024-11-23,2024-12-14,3,2024,242.0,213.67522000265888,0.1239351619652016
Indiana,3,2024-11-23,2024-12-14,3,2024,142.0,176.95857298373014,-0.2187061568984818
Iowa,3,2024-11-23,2024-12-14,3,2024,23.0,44.175973546017566,-0.6325115564463948
Kansas,3,2024-11-23,2024-12-14,3,2024,90.0,73.53102780139614,0.1996439872796367
Kentucky,3,2024-11-23,2024-12-14,3,2024,79.0,75.45652803715669,0.0453043163150397
Louisiana,3,2024-11-23,2024-12-14,3,2024,252.0,128.34303640411133,0.6709214168433677
Maine,3,2024-11-23,2024-12-14,3,2024,2.0,26.980266609291785,-1.6
Maryland,3,2024-11-23,2024-12-14,3,2024,73.0,99.24604810489768,-0.3035625518054807
Massachusetts,3,2024-11-23,2024-12-14,3,2024,133.0,116.04277918244236,0.1353002979430222
Michigan,3,2024-11-23,2024-12-14,3,2024,172.0,152.4533862612061,0.1198947461538102
Minnesota,3,2024-11-23,2024-12-14,3,2024,91.0,109.48216786074812,-0.1830655540603176
Mississippi,3,2024-11-23,2024-12-14,3,2024,62.0,94.07888650391118,-0.4115722048824439
Missouri,3,2024-11-23,2024-12-14,3,2024,88.0,183.3058160426569,-0.7279600519207889
Montana,3,2024-11-23,2024-12-14,3,2024,6.0,21.693878766560047,-1.1761850812070345
Nebraska,3,2024-11-23,2024-12-14,3,2024,19.0,28.188562497979994,-0.3780446637129553
Nevada,3,2024-11-23,2024-12-14,3,2024,114.0,77.20644220958243,0.3855801030084231
New Hampshire,3,2024-11-23,2024-12-14,3,2024,22.0,14.602553212293625,0.3880596476109956
New Jersey,3,2024-11-23,2024-12-14,3,2024,174.0,170.5826903956273,0.0197206637779103
New Mexico,3,2024-11-23,2024-12-14,3,2024,108.0,54.53320414203409,0.6743667675411524
New York,3,2024-11-23,2024-12-14,3,2024,432.0,366.6510287570629,0.1636035311673476
North Carolina,3,2024-11-23,2024-12-14,3,2024,173.0,183.3079004411296,-0.0575524318302083
North Dakota,3,2024-11-23,2024-12-14,3,2024,5.0,11.989346859886108,-0.7723700799660422
Ohio,3,2024-11-23,2024-12-14,3,2024,152.0,183.00812399366032,-0.1845419873813316
Oklahoma,3,2024-11-23,2024-12-14,3,2024,56.0,132.23099436118738,-0.8490331536028313
Oregon,3,2024-11-23,2024-12-14,3,2024,242.0,107.19844931031864,0.8090944087284768
Pennsylvania,3,2024-11-23,2024-12-14,3,2024,349.0,382.90387352365246,-0.092459037401154
Puerto Rico,3,2024-11-23,2024-12-14,3,2024,470.0,166.9179354292308,1.0313827135460911
Rhode Island,3,2024-11-23,2024-12-14,3,2024,28.0,13.173492737086544,0.7159223185070243
South Carolina,3,2024-11-23,2024-12-14,3,2024,80.0,82.42865294393509,-0.0295426561677123
South Dakota,3,2024-11-23,2024-12-14,3,2024,8.0,18.47664975821027,-0.7719917224225128
Tennessee,3,2024-11-23,2024-12-14,3,2024,217.0,187.86105213641767,0.1434834919836749
Texas,3,2024-11-23,2024-12-14,3,2024,705.0,647.3029691182634,0.0852571054704531
US,3,2024-11-23,2024-12-14,3,2024,9591.0,6543.417163733726,0.3823170729422305
Utah,3,2024-11-23,2024-12-14,3,2024,90.0,55.60151789166799,0.4748237037933123
Vermont,3,2024-11-23,2024-12-14,3,2024,8.0,11.743022181390195,-0.347759264564949
Virginia,3,2024-11-23,2024-12-14,3,2024,140.0,171.70469937771844,-0.2028233056243875
Washington,3,2024-11-23,2024-12-14,3,2024,188.0,109.0187632587742,0.5410960887337355
West Virginia,3,2024-11-23,2024-12-14,3,2024,21.0,40.342443656630586,-0.6308472103391791
Wisconsin,3,2024-11-23,2024-12-14,3,2024,66.0,110.45834677899644,-0.508958330225175
Wyoming,3,2024-11-23,2024-12-14,3,2024,33.0,8.52455942493931,1.2724868592727212
Alabama,3,2024-11-30,2024-12-21,4,2024,432.0,151.54277174298053,1.0432927008337325
Alaska,3,2024-11-30,2024-12-21,4,2024,22.0,12.796175525725346,0.5111027979922218
Arizona,3,2024-11-30,2024-12-21,4,2024,1534.0,580.5292505181435,0.9706243874907968
Arkansas,3,2024-11-30,2024-12-21,4,2024,59.0,94.2213632328793,-0.461859758107189
California,3,2024-11-30,2024-12-21,4,2024,2564.0,978.8219267018296,0.9623429098981636
Colorado,3,2024-11-30,2024-12-21,4,2024,179.0,96.7196631692008,0.6108540514038605
Connecticut,3,2024-11-30,2024-12-21,4,2024,45.0,42.0427079086038,0.0664485665226046
Delaware,3,2024-11-30,2024-12-21,4,2024,43.0,17.85452750982186,0.847436562666882
District of Columbia,3,2024-11-30,2024-12-21,4,2024,16.0,17.743323538999384,-0.0976242670293752
Florida,3,2024-11-30,2024-12-21,4,2024,1264.0,525.4262580126159,0.87671614015178
Georgia,3,2024-11-30,2024-12-21,4,2024,397.0,219.6252746830989,0.5899863325751067
Hawaii,3,2024-11-30,2024-12-21,4,2024,42.0,27.03523529125997,0.4277379933848215
Idaho,3,2024-11-30,2024-12-21,4,2024,188.0,54.813881461248776,1.2197244049039604
Illinois,3,2024-11-30,2024-12-21,4,2024,489.00000000000006,290.8842360025484,0.5180481194903477
Indiana,3,2024-11-30,2024-12-21,4,2024,288.0,194.6556506034948,0.3900704586898555
Iowa,3,2024-11-30,2024-12-21,4,2024,42.0,41.19296883477978,0.0189465238230441
Kansas,3,2024-11-30,2024-12-21,4,2024,120.0,78.04199418760145,0.425811262369109
Kentucky,3,2024-11-30,2024-12-21,4,2024,200.0,92.807126500687,0.7620640794458193
Louisiana,3,2024-11-30,2024-12-21,4,2024,423.0,136.75532102436603,1.124254379818911
Maine,3,2024-11-30,2024-12-21,4,2024,10.0,26.304420595265075,-0.9091533428503382
Maryland,3,2024-11-30,2024-12-21,4,2024,131.0,128.75987204341914,0.0171163183216407
Massachusetts,3,2024-11-30,2024-12-21,4,2024,142.0,145.6978181479825,-0.0255301818948714
Michigan,3,2024-11-30,2024-12-21,4,2024,296.0,162.0003508509012,0.5999797855387374
Minnesota,3,2024-11-30,2024-12-21,4,2024,227.0,113.74054450143927,0.6866721842678407
Mississippi,3,2024-11-30,2024-12-21,4,2024,100.0,101.61683923467484,-0.015881527522656
Missouri,3,2024-11-30,2024-12-21,4,2024,250.0,190.14573899828704,0.272416770640973
Montana,3,2024-11-30,2024-12-21,4,2024,27.0,20.334683177729183,0.2718704435292984
Nebraska,3,2024-11-30,2024-12-21,4,2024,78.0,28.83383483660908,0.9738047058299432
Nevada,3,2024-11-30,2024-12-21,4,2024,208.0,82.31424796903893,0.919714673372293
New Hampshire,3,2024-11-30,2024-12-21,4,2024,24.0,18.580373827144182,0.2443480956526791
New Jersey,3,2024-11-30,2024-12-21,4,2024,335.0,182.29601270873528,0.6060087581706419
New Mexico,3,2024-11-30,2024-12-21,4,2024,207.0,62.18848052267983,1.1914160653725023
New York,3,2024-11-30,2024-12-21,4,2024,736.0,438.90954674642944,0.5160187619868815
North Carolina,3,2024-11-30,2024-12-21,4,2024,292.0,172.83539037212796,0.522063789917655
North Dakota,3,2024-11-30,2024-12-21,4,2024,8.0,13.009690691133136,-0.4425247050482896
Ohio,3,2024-11-30,2024-12-21,4,2024,308.0,166.87100971926077,0.6101453916934396
Oklahoma,3,2024-11-30,2024-12-21,4,2024,106.0,126.09973145324776,-0.1721432308535977
Oregon,3,2024-11-30,2024-12-21,4,2024,392.0,125.76318997816584,1.1314889118680318
Pennsylvania,3,2024-11-30,2024-12-21,4,2024,632.0,419.9471855792901,0.4079630462617221
Puerto Rico,3,2024-11-30,2024-12-21,4,2024,553.0,160.02062402372871,1.2356322304405989
Rhode Island,3,2024-11-30,2024-12-21,4,2024,29.0,15.451356268666984,0.6007894599061379
South Carolina,3,2024-11-30,2024-12-21,4,2024,160.0,82.83834503866373,0.6525138841263134
South Dakota,3,2024-11-30,2024-12-21,4,2024,14.0,19.27094066192642,-0.3011381648920701
Tennessee,3,2024-11-30,2024-12-21,4,2024,372.0,165.43617242356518,0.8069665325276718
Texas,3,2024-11-30,2024-12-21,4,2024,1181.0,688.6020016577644,0.5388485759848036
US,3,2024-11-30,2024-12-21,4,2024,16121.0,7840.610978446519,0.7207405036629062
Utah,3,2024-11-30,2024-12-21,4,2024,163.0,64.45010782423171,0.9185782880405906
Vermont,3,2024-11-30,2024-12-21,4,2024,7.999999999999999,10.735932206687554,-0.2654306869614951
Virginia,3,2024-11-30,2024-12-21,4,2024,192.0,184.20033716114511,0.0412520461699221
Washington,3,2024-11-30,2024-12-21,4,2024,418.0,124.6408604487469,1.2044433967496184
West Virginia,3,2024-11-30,2024-12-21,4,2024,37.0,43.69392623215497,-0.1622514541855406
Wisconsin,3,2024-11-30,2024-12-21,4,2024,120.0,119.12099242516388,0.0072910405679902
Wyoming,3,2024-11-30,2024-12-21,4,2024,18.0,11.198824245494963,0.4430994053915214
Alabama,3,2024-12-07,2024-12-28,5,2024,661.0,158.39892492068745,1.4238555341413583
Alaska,3,2024-12-07,2024-12-28,5,2024,35.0,15.134758535501923,0.8025430783258991
Arizona,3,2024-12-07,2024-12-28,5,2024,2340.0,655.4643423694736,1.27146508996882
Arkansas,3,2024-12-07,2024-12-28,5,2024,127.0,95.29896454381608,0.2845726975740081
California,3,2024-12-07,2024-12-28,5,2024,3856.0,1128.062385546541,1.2285021382366228
Colorado,3,2024-12-07,2024-12-28,5,2024,475.0,124.3904918391759,1.333985051561383
Connecticut,3,2024-12-07,2024-12-28,5,2024,148.0,54.934766170646974,0.9797601840316864
Delaware,3,2024-12-07,2024-12-28,5,2024,96.0,17.42824205995906,1.6
District of Columbia,3,2024-12-07,2024-12-28,5,2024,38.0,16.578333925548787,0.7968945293790992
Florida,3,2024-12-07,2024-12-28,5,2024,2091.0,648.9848561995606,1.1689267607210585
Georgia,3,2024-12-07,2024-12-28,5,2024,800.0,205.22103638655545,1.3569123613556782
Hawaii,3,2024-12-07,2024-12-28,5,2024,57.0,38.566691103969546,0.3824553799756041
Idaho,3,2024-12-07,2024-12-28,5,2024,333.0,82.50155264052856,1.3862757667954186
Illinois,3,2024-12-07,2024-12-28,5,2024,1143.0,267.63314524563435,1.4489394954427857
Indiana,3,2024-12-07,2024-12-28,5,2024,590.0,213.1059887948248,1.0153448502501288
Iowa,3,2024-12-07,2024-12-28,5,2024,118.0,41.11495567006544,1.0387205739372902
Kansas,3,2024-12-07,2024-12-28,5,2024,225.0,76.9858508999958,1.0640075877554347
Kentucky,3,2024-12-07,2024-12-28,5,2024,515.0,98.66323392734051,1.6
Louisiana,3,2024-12-07,2024-12-28,5,2024,590.0,159.50031801868118,1.3035200934131863
Maine,3,2024-12-07,2024-12-28,5,2024,31.0,25.245086232196805,0.1982571224389522
Maryland,3,2024-12-07,2024-12-28,5,2024,195.0,118.4826653536057,0.4949433581836047
Massachusetts,3,2024-12-07,2024-12-28,5,2024,287.0,166.28686135296005,0.5432504086821917
Michigan,3,2024-12-07,2024-12-28,5,2024,489.0,166.62310427130353,1.072687358910234
Minnesota,3,2024-12-07,2024-12-28,5,2024,543.0,132.24483933386065,1.4067609137617794
Mississippi,3,2024-12-07,2024-12-28,5,2024,212.0,102.04777346540502,0.7260994649585859
Missouri,3,2024-12-07,2024-12-28,5,2024,611.0,189.80105349221003,1.1655010020657413
Montana,3,2024-12-07,2024-12-28,5,2024,60.0,22.44282161248137,0.9563095307500008
