location,horizon,forecast_date,target_date,week_of_season,season_year,actual,predicted,residual_log
Minnesota,2,2024-11-09,2024-11-23,1,2024,11.000000000000002,69.61192614804804,-1.6
Mississippi,2,2024-11-09,2024-11-23,1,2024,36.0,69.23874799873053,-0.6409822119043365
Missouri,2,2024-11-09,2024-11-23,1,2024,42.0,131.43114263842844,-1.124862716452658
Montana,2,2024-11-09,2024-11-23,1,2024,1.0000000000000002,8.39487177808594,-1.5470168043236794
Nebraska,2,2024-11-09,2024-11-23,1,2024,5.0,16.107498160440066,-1.047757387087013
Nevada,2,2024-11-09,2024-11-23,1,2024,48.0,42.92285668763974,0.109385460045507
New Hampshire,2,2024-11-09,2024-11-23,1,2024,11.0,8.052080263738045,0.2819120550942391
New Jersey,2,2024-11-09,2024-11-23,1,2024,47.0,112.92609740539116,-0.8643489588960445
New Mexico,2,2024-11-09,2024-11-23,1,2024,29.0,30.963260797013977,-0.063389761472461
New York,2,2024-11-09,2024-11-23,1,2024,103.0,251.75747332264137,-0.8880395263641851
North Carolina,2,2024-11-09,2024-11-23,1,2024,31.0,128.30061509847775,-1.3964041401089031
North Dakota,2,2024-11-09,2024-11-23,1,2024,3.0000000000000004,10.411304450611333,-1.048310121426418
Ohio,2,2024-11-09,2024-11-23,1,2024,40.0,28.8212127445357,0.3183520893638283
Oklahoma,2,2024-11-09,2024-11-23,1,2024,14.0,90.89762450739468,-1.6
Oregon,2,2024-11-09,2024-11-23,1,2024,63.0,51.29999674175345,0.2018867745879653
Pennsylvania,2,2024-11-09,2024-11-23,1,2024,134.0,268.3935468049582,-0.6908985312975489
Puerto Rico,2,2024-11-09,2024-11-23,1,2024,160.0,30.393070579321588,1.6
Rhode Island,2,2024-11-09,2024-11-23,1,2024,2.0,10.861546788052838,-1.3746895169752562
South Carolina,2,2024-11-09,2024-11-23,1,2024,13.0,64.76863776984095,-1.5470857654543262
South Dakota,2,2024-11-09,2024-11-23,1,2024,4.857225732735061e-17,11.3045523650647,-1.6
Tennessee,2,2024-11-09,2024-11-23,1,2024,59.0,123.8668132451845,-0.732903112999371
Texas,2,2024-11-09,2024-11-23,1,2024,276.0,437.92965581974937,-0.460321656735819
US,2,2024-11-09,2024-11-23,1,2024,3279.0,4038.1625568291,-0.2081939601763078
Utah,2,2024-11-09,2024-11-23,1,2024,20.0,31.42799017207068,-0.4344995063327515
Vermont,2,2024-11-09,2024-11-23,1,2024,1.6653345369377348e-16,5.974434404328948,-1.6
Virginia,2,2024-11-09,2024-11-23,1,2024,35.0,108.2571991337158,-1.1101857893093312
Washington,2,2024-11-09,2024-11-23,1,2024,29.0,70.56238060415664,-0.8693721436714799
West Virginia,2,2024-11-09,2024-11-23,1,2024,4.0,27.480597111049384,-1.6
Wisconsin,2,2024-11-09,2024-11-23,1,2024,18.0,70.24721057750384,-1.3217166894265269
Wyoming,2,2024-11-09,2024-11-23,1,2024,9.0,5.675865520838783,0.4040862310703841
Alabama,2,2024-11-16,2024-11-30,2,2024,65.0,116.74077310665596,-0.5788306277713948
Alaska,2,2024-11-16,2024-11-30,2,2024,10.0,12.200347095105906,-0.1823478515320258
Arizona,2,2024-11-16,2024-11-30,2,2024,558.0,359.38040176510566,0.4389893280196428
Arkansas,2,2024-11-16,2024-11-30,2,2024,12.0,67.13640803915183,-1.6
California,2,2024-11-16,2024-11-30,2,2024,708.0,571.6623316326707,0.2135592825927137
Colorado,2,2024-11-16,2024-11-30,2,2024,67.0,69.43879533315516,-0.0352364762777632
Connecticut,2,2024-11-16,2024-11-30,2,2024,11.0,24.63969692919565,-0.7592351619604303
Delaware,2,2024-11-16,2024-11-30,2,2024,5.0,12.56106849575366,-0.8154436078017762
District of Columbia,2,2024-11-16,2024-11-30,2,2024,5.0,12.18272988975853,-0.7871481620530734
Florida,2,2024-11-16,2024-11-30,2,2024,614.0,475.0286017940927,0.2561443275775819
Georgia,2,2024-11-16,2024-11-30,2,2024,56.0,179.0249106977767,-1.1500439662456907
Hawaii,2,2024-11-16,2024-11-30,2,2024,14.0,16.16524836492804,-0.1348366949674351
Idaho,2,2024-11-16,2024-11-30,2,2024,63.0,26.423476409072663,0.8474836335611968
Illinois,2,2024-11-16,2024-11-30,2,2024,83.0,123.42135147339616,-0.3928570023722875
Indiana,2,2024-11-16,2024-11-30,2,2024,41.0,149.2643124168422,-1.2747262079452866
Iowa,2,2024-11-16,2024-11-30,2,2024,4.0,32.1297072617474,-1.6
Kansas,2,2024-11-16,2024-11-30,2,2024,20.0,56.46677791272255,-1.006684567672426
Kentucky,2,2024-11-16,2024-11-30,2,2024,24.0,58.5618223916432,-0.8681389800557908
Louisiana,2,2024-11-16,2024-11-30,2,2024,135.0,143.12774105774812,-0.0580451112863569
Maine,2,2024-11-16,2024-11-30,2,2024,2.0,22.82643130214366,-1.6
Maryland,2,2024-11-16,2024-11-30,2,2024,21.0,77.65862537616097,-1.2740748379798212
Massachusetts,2,2024-11-16,2024-11-30,2,2024,72.0,110.31732518331984,-0.4219254670434695
Michigan,2,2024-11-16,2024-11-30,2,2024,65.0,121.51659868023856,-0.618591778209657
Minnesota,2,2024-11-16,2024-11-30,2,2024,18.0,84.11890929133901,-1.4996102325682346
Mississippi,2,2024-11-16,2024-11-30,2,2024,28.0,82.57728534704151,-1.0584759468102152
Missouri,2,2024-11-16,2024-11-30,2,2024,41.0,153.28365160502958,-1.3011231834635546
Montana,2,2024-11-16,2024-11-30,2,2024,2.0,10.029264321731397,-1.3019398444337649
Nebraska,2,2024-11-16,2024-11-30,2,2024,11.0,14.92729215001847,-0.2831274753798065
Nevada,2,2024-11-16,2024-11-30,2,2024,61.0,49.49199765131775,0.2053195236704059
New Hampshire,2,2024-11-16,2024-11-30,2,2024,14.0,11.906830565623409,0.150293528659767
New Jersey,2,2024-11-16,2024-11-30,2,2024,67.0,132.0743617970707,-0.6714003780573554
New Mexico,2,2024-11-16,2024-11-30,2,2024,55.0,45.71745047648777,0.1812339239848457
New York,2,2024-11-16,2024-11-30,2,2024,145.0,292.01846264310734,-0.6966289977573448
North Carolina,2,2024-11-16,2024-11-30,2,2024,43.0,160.0378253057965,-1.297449643259728
North Dakota,2,2024-11-16,2024-11-30,2,2024,1.0,7.592553011527329,-1.4577487186743476
Ohio,2,2024-11-16,2024-11-30,2,2024,55.0,17.60644261727593,1.1018437927178533
Oklahoma,2,2024-11-16,2024-11-30,2,2024,40.0,86.95717455296278,-0.7632779765127475
Oregon,2,2024-11-16,2024-11-30,2,2024,83.0,83.64659374710041,-0.007668069671638
Pennsylvania,2,2024-11-16,2024-11-30,2,2024,116.0,293.26286897988746,-0.9222995452372232
Puerto Rico,2,2024-11-16,2024-11-30,2,2024,368.0,96.39902944131045,1.3319803981099565
Rhode Island,2,2024-11-16,2024-11-30,2,2024,6.0,11.61979871037972,-0.5893567578813996
South Carolina,2,2024-11-16,2024-11-30,2,2024,18.0,76.77597505901547,-1.4093936004594774
South Dakota,2,2024-11-16,2024-11-30,2,2024,5.0,13.74821719771126,-0.8993627383008751
Tennessee,2,2024-11-16,2024-11-30,2,2024,60.0,158.35915657059292,-0.96028663704476
Texas,2,2024-11-16,2024-11-30,2,2024,405.0,502.30402954871664,-0.2148412604046745
US,2,2024-11-16,2024-11-30,2,2024,4438.0,6668.598287572819,-0.407130505511228
Utah,2,2024-11-16,2024-11-30,2,2024,20.0,41.041005964275385,-0.6941230367401285
Vermont,2,2024-11-16,2024-11-30,2,2024,3.0,4.747434305381368,-0.3624591863493005
Virginia,2,2024-11-16,2024-11-30,2,2024,46.0,123.56103089008722,-0.9746482020345448
Washington,2,2024-11-16,2024-11-30,2,2024,46.0,92.00994402243754,-0.682558810699577
West Virginia,2,2024-11-16,2024-11-30,2,2024,3.0,33.020254250431535,-1.6
Wisconsin,2,2024-11-16,2024-11-30,2,2024,12.0,63.075818036030114,-1.5951176815589183
Wyoming,2,2024-11-16,2024-11-30,2,2024,7.0,7.436446566441214,-0.0531196553394845
Alabama,2,2024-11-23,2024-12-07,3,2024,102.0,111.40593059481311,-0.0873877111370697
Alaska,2,2024-11-23,2024-12-07,3,2024,18.0,13.21788074052045,0.2899385996166481
Arizona,2,2024-11-23,2024-12-07,3,2024,882.0,428.6227041850382,0.7204178092130622
Arkansas,2,2024-11-23,2024-12-07,3,2024,32.0,72.18868086109293,-0.7965332144986852
California,2,2024-11-23,2024-12-07,3,2024,1127.0,659.8217290206154,0.5347173274914203
Colorado,2,2024-11-23,2024-12-07,3,2024,90.0,76.01903960137341,0.1668068476784441
Connecticut,2,2024-11-23,2024-12-07,3,2024,13.0,34.5130448420324,-0.9308427597080366
Delaware,2,2024-11-23,2024-12-07,3,2024,15.000000000000002,12.052720877734014,0.2035921138253424
District of Columbia,2,2024-11-23,2024-12-07,3,2024,2.0,12.655632923404266,-1.5155398162199452
Florida,2,2024-11-23,2024-12-07,3,2024,717.0,460.2357866867834,0.4425601889394732
Georgia,2,2024-11-23,2024-12-07,3,2024,88.0,176.49318481922612,-0.690295843061568
Hawaii,2,2024-11-23,2024-12-07,3,2024,20.0,29.58644009617533,-0.3760343389100589
Idaho,2,2024-11-23,2024-12-07,3,2024,78.0,37.43559224531253,0.7204639407743008
Illinois,2,2024-11-23,2024-12-07,3,2024,107.0,152.10870590571966,-0.3490169381011556
Indiana,2,2024-11-23,2024-12-07,3,2024,65.0,134.71936172881018,-0.7209344950256886
Iowa,2,2024-11-23,2024-12-07,3,2024,13.0,35.74638880067687,-0.9649826272882112
Kansas,2,2024-11-23,2024-12-07,3,2024,36.0,58.33604356459088,-0.4722990259914428
Kentucky,2,2024-11-23,2024-12-07,3,2024,53.0,60.19704385950087,-0.1251148388380487
Louisiana,2,2024-11-23,2024-12-07,3,2024,163.0,117.55824516173672,0.3244620676533643
Maine,2,2024-11-23,2024-12-07,3,2024,2.0,19.90443275989015,-1.6
Maryland,2,2024-11-23,2024-12-07,3,2024,37.0,80.52786202579543,-0.7633586674449715
Massachusetts,2,2024-11-23,2024-12-07,3,2024,95.0,93.43508899539516,0.0164354819220466
Michigan,2,2024-11-23,2024-12-07,3,2024,94.0,119.35081789421842,-0.2365340685690409
Minnesota,2,2024-11-23,2024-12-07,3,2024,40.0,80.74914397442816,-0.6900832717574135
Mississippi,2,2024-11-23,2024-12-07,3,2024,39.0,72.26775944818311,-0.6052412142015835
Missouri,2,2024-11-23,2024-12-07,3,2024,54.0,144.28801139535855,-0.9713848726166184
Montana,2,2024-11-23,2024-12-07,3,2024,2.0,17.700726221531617,-1.6
Nebraska,2,2024-11-23,2024-12-07,3,2024,13.0,23.55041351489741,-0.561671368267425
Nevada,2,2024-11-23,2024-12-07,3,2024,82.0,69.60932620075565,0.1616783728608828
New Hampshire,2,2024-11-23,2024-12-07,3,2024,16.0,13.566026896703953,0.1545214517220388
New Jersey,2,2024-11-23,2024-12-07,3,2024,109.0,133.79731547097134,-0.2032919175837122
New Mexico,2,2024-11-23,2024-12-07,3,2024,103.0,49.02840049697516,0.7318000450303082
New York,2,2024-11-23,2024-12-07,3,2024,275.0,281.21893144669207,-0.0222822566629758
North Carolina,2,2024-11-23,2024-12-07,3,2024,65.0,141.4391393680007,-0.7692600742980682
North Dakota,2,2024-11-23,2024-12-07,3,2024,2.0,8.619232447768493,-1.1651521856920903
Ohio,2,2024-11-23,2024-12-07,3,2024,93.0,148.9149198806717,-0.4667731501115071
Oklahoma,2,2024-11-23,2024-12-07,3,2024,40.0,108.58430343626505,-0.9831220807306992
Oregon,2,2024-11-23,2024-12-07,3,2024,119.0,99.54815389501694,0.1768549868013815
Pennsylvania,2,2024-11-23,2024-12-07,3,2024,208.0,315.8612551582921,-0.4161297452135635
Puerto Rico,2,2024-11-23,2024-12-07,3,2024,457.0,168.14907114218178,0.9960887802286952
Rhode Island,2,2024-11-23,2024-12-07,3,2024,10.0,9.500779725745902,0.0464457587971525
South Carolina,2,2024-11-23,2024-12-07,3,2024,40.0,59.67999114909058,-0.3920419419139591
South Dakota,2,2024-11-23,2024-12-07,3,2024,0.9999999999999994,13.862294406195844,-1.6
Tennessee,2,2024-11-23,2024-12-07,3,2024,115.0,165.02421032735413,-0.3585434319612872
Texas,2,2024-11-23,2024-12-07,3,2024,530.0,562.1125782404902,-0.0587175482589268
US,2,2024-11-23,2024-12-07,3,2024,6518.0,5563.694090787824,0.1582789769346479
Utah,2,2024-11-23,2024-12-07,3,2024,64.0,45.3235679311652,0.3387364117224951
Vermont,2,2024-11-23,2024-12-07,3,2024,1.6653345369377348e-16,9.2859551441367,-1.6
Virginia,2,2024-11-23,2024-12-07,3,2024,69.0,133.54605507098358,-0.6534113152658882
Washington,2,2024-11-23,2024-12-07,3,2024,78.0,103.85494948220474,-0.2831301091287601
West Virginia,2,2024-11-23,2024-12-07,3,2024,13.0,29.723927033270108,-0.7859844036085182
Wisconsin,2,2024-11-23,2024-12-07,3,2024,27.0,91.7073759660786,-1.1972435273658424
Wyoming,2,2024-11-23,2024-12-07,3,2024,5.0,7.697582615072978,-0.3712856574857079
Alabama,2,2024-11-30,2024-12-14,4,2024,193.0,129.22314775701216,0.3986086589387776
Alaska,2,2024-11-30,2024-12-14,4,2024,27.0,11.276225216697783,0.8245400274881045
Arizona,2,2024-11-30,2024-12-14,4,2024,1023.0,555.4641357436442,0.609869083063658
Arkansas,2,2024-11-30,2024-12-14,4,2024,42.0,73.97935220156998,-0.556012655960584
California,2,2024-11-30,2024-12-14,4,2024,1521.0,874.1245221150043,0.553414351200689
Colorado,2,2024-11-30,2024-12-14,4,2024,129.0,81.36728365025523,0.4563461354620566
Connecticut,2,2024-11-30,2024-12-14,4,2024,24.0,32.51901999132018,-0.2932372137824917
Delaware,2,2024-11-30,2024-12-14,4,2024,15.0,15.613008054261847,-0.0375972839812641
District of Columbia,2,2024-11-30,2024-12-14,4,2024,4.0,15.778527770315826,-1.2106620475875232
Florida,2,2024-11-30,2024-12-14,4,2024,893.0,505.6029252225682,0.5679782633972481
Georgia,2,2024-11-30,2024-12-14,4,2024,215.0,182.63703136194368,0.1623172539644999
Hawaii,2,2024-11-30,2024-12-14,4,2024,34.0,25.702662552449585,0.2705847799894969
Idaho,2,2024-11-30,2024-12-14,4,2024,110.0,46.72752497179096,0.8440219264098077
Illinois,2,2024-11-30,2024-12-14,4,2024,242.0,236.55387747059453,0.0226669930852256
Indiana,2,2024-11-30,2024-12-14,4,2024,142.0,150.88517710367378,-0.0602801913259778
Iowa,2,2024-11-30,2024-12-14,4,2024,23.0,32.58113108435204,-0.3359105040085115
Kansas,2,2024-11-30,2024-12-14,4,2024,90.0,61.97331994383671,0.3681483627787569
Kentucky,2,2024-11-30,2024-12-14,4,2024,79.0,68.73164034284785,0.1373724695121758
Louisiana,2,2024-11-30,2024-12-14,4,2024,252.0,123.33141665492708,0.7104387735146549
Maine,2,2024-11-30,2024-12-14,4,2024,2.0,17.510735275269308,-1.6
Maryland,2,2024-11-30,2024-12-14,4,2024,73.0,104.43460848706934,-0.3540258427740523
Massachusetts,2,2024-11-30,2024-12-14,4,2024,133.0,119.7289278790225,0.1042920329655805
Michigan,2,2024-11-30,2024-12-14,4,2024,172.0,135.67418023967429,0.2356917476152649
Minnesota,2,2024-11-30,2024-12-14,4,2024,91.0,86.73689179965923,0.0474461070620124
Mississippi,2,2024-11-30,2024-12-14,4,2024,62.0,88.25197946119242,-0.3483288728591587
Missouri,2,2024-11-30,2024-12-14,4,2024,88.0,157.3183671613951,-0.5759716179756049
Montana,2,2024-11-30,2024-12-14,4,2024,6.0,15.364410761369154,-0.8491987522226598
Nebraska,2,2024-11-30,2024-12-14,4,2024,19.0,23.00139756168516,-0.1823797868354346
Nevada,2,2024-11-30,2024-12-14,4,2024,114.0,75.30808288431082,0.410153260109424
New Hampshire,2,2024-11-30,2024-12-14,4,2024,22.0,15.27075385337859,0.3461249618208444
New Jersey,2,2024-11-30,2024-12-14,4,2024,174.0,148.82686937205906,0.1553055506201666
New Mexico,2,2024-11-30,2024-12-14,4,2024,108.0,51.75874368328493,0.725618366580048
New York,2,2024-11-30,2024-12-14,4,2024,432.0,354.4847346571943,0.1972554201672549
North Carolina,2,2024-11-30,2024-12-14,4,2024,173.0,142.76868982052474,0.1908496118456542
North Dakota,2,2024-11-30,2024-12-14,4,2024,5.0,10.439044471433355,-0.6452729880108139
Ohio,2,2024-11-30,2024-12-14,4,2024,152.0,114.7165589832888,0.2792941774396409
Oklahoma,2,2024-11-30,2024-12-14,4,2024,56.0,100.8228990153275,-0.5801837521978594
Oregon,2,2024-11-30,2024-12-14,4,2024,242.0,109.85163218462225,0.7848687831230095
Pennsylvania,2,2024-11-30,2024-12-14,4,2024,349.0,346.04620432593856,0.0084752297237074
Puerto Rico,2,2024-11-30,2024-12-14,4,2024,470.0,159.319639397883,1.077688525387149
Rhode Island,2,2024-11-30,2024-12-14,4,2024,28.0,11.327988093866749,0.855423697748916
South Carolina,2,2024-11-30,2024-12-14,4,2024,80.0,63.31617562916742,0.2306379900712052
South Dakota,2,2024-11-30,2024-12-14,4,2024,8.0,14.124214954035413,-0.5190725213682059
Tennessee,2,2024-11-30,2024-12-14,4,2024,217.0,143.02147530718912,0.4145326402547669
Texas,2,2024-11-30,2024-12-14,4,2024,705.0,594.7380241466459,0.1698142238622306
US,2,2024-11-30,2024-12-14,4,2024,9591.0,6875.167745758877,0.3328679346675596
Utah,2,2024-11-30,2024-12-14,4,2024,90.0,55.50328775801913,0.4765606796500323
Vermont,2,2024-11-30,2024-12-14,4,2024,8.0,8.046705210085875,-0.0051760489039156
Virginia,2,2024-11-30,2024-12-14,4,2024,140.0,140.98590682035663,-0.0069679145537415
Washington,2,2024-11-30,2024-12-14,4,2024,188.0,93.945470092601,0.6884442872848613
West Virginia,2,2024-11-30,2024-12-14,4,2024,21.0,33.116281416514425,-0.4387322778778224
Wisconsin,2,2024-11-30,2024-12-14,4,2024,66.0,94.98293536959288,-0.3594777997095582
Wyoming,2,2024-11-30,2024-12-14,4,2024,33.0,10.380933164630685,1.0944210988729122
Alabama,2,2024-12-07,2024-12-21,5,2024,432.0,138.0666313981035,1.1357845471530492
Alaska,2,2024-12-07,2024-12-21,5,2024,22.0,13.58112418944243,0.455766387421038
Arizona,2,2024-12-07,2024-12-21,5,2024,1534.0,633.623315026633,0.8832540418265831
Arkansas,2,2024-12-07,2024-12-21,5,2024,59.0,75.46051518392335,-0.2424299039769497
California,2,2024-12-07,2024-12-21,5,2024,2564.0,1038.9232570036577,0.902811559534804
Colorado,2,2024-12-07,2024-12-21,5,2024,179.0,111.93827486842626,0.4661154215237681
Connecticut,2,2024-12-07,2024-12-21,5,2024,45.0,47.21782687639894,-0.0470874083964383
Delaware,2,2024-12-07,2024-12-21,5,2024,43.0,13.573419348171967,1.1049903570878592
District of Columbia,2,2024-12-07,2024-12-21,5,2024,16.0,14.678618461823389,0.0809154413177988
Florida,2,2024-12-07,2024-12-21,5,2024,1264.0,664.442545262572,0.6423751002426021
Georgia,2,2024-12-07,2024-12-21,5,2024,397.0,172.8588606918067,0.8282081806757731
Hawaii,2,2024-12-07,2024-12-21,5,2024,42.0,32.01064496936122,0.2643700314140287
Idaho,2,2024-12-07,2024-12-21,5,2024,188.0,79.31434000874042,0.8557988296178811
Illinois,2,2024-12-07,2024-12-21,5,2024,489.00000000000006,211.2359053301218,0.8367069741011273
Indiana,2,2024-12-07,2024-12-21,5,2024,288.0,166.3089390208347,0.5465846504601659
Iowa,2,2024-12-07,2024-12-21,5,2024,42.0,33.94690188656318,0.2073702951041514
Kansas,2,2024-12-07,2024-12-21,5,2024,120.0,61.425717456568506,0.6618132164001373
Kentucky,2,2024-12-07,2024-12-21,5,2024,200.0,79.85914162658268,0.910596259453344
Louisiana,2,2024-12-07,2024-12-21,5,2024,423.0,158.69241025876244,0.9764839261324338
Maine,2,2024-12-07,2024-12-21,5,2024,10.0,19.096378304219044,-0.6026443421618963
Maryland,2,2024-12-07,2024-12-21,5,2024,131.0,106.68111247120513,0.2036277254728418
Massachusetts,2,2024-12-07,2024-12-21,5,2024,142.0,143.41223467477735,-0.0098273202742964
Michigan,2,2024-12-07,2024-12-21,5,2024,296.0,144.8630699678277,0.7110638341088036
Minnesota,2,2024-12-07,2024-12-21,5,2024,227.0,104.74542025186425,0.7683111192768193
Mississippi,2,2024-12-07,2024-12-21,5,2024,100.0,81.37306998247661,0.2038619539443376
Missouri,2,2024-12-07,2024-12-21,5,2024,250.0,155.24384034866273,0.4740350730608895
Montana,2,2024-12-07,2024-12-21,5,2024,27.0,17.51860523545806,0.4134285950535696
