location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Missouri,2025-09-13,2025-10-04,3,11.70557291041697,75.79031372070312,11.70557291041697,0.0,160.251858179987
Montana,2025-09-13,2025-10-04,3,1.8026962569502973,9.71531867980957,1.8026962569502973,0.0,20.844370967706283
Nebraska,2025-09-13,2025-10-04,3,5.667575766515462,15.652194023132324,5.667575766515462,0.0,36.34531233088791
Nevada,2025-09-13,2025-10-04,3,6.191197988623315,22.854637145996094,6.191197988623315,0.0,50.985463674506946
New Hampshire,2025-09-13,2025-10-04,3,-2.1786031510329384,14.844094276428223,0.0,0.0,26.915287013883532
New Jersey,2025-09-13,2025-10-04,3,29.64613447851312,93.8714599609375,29.64613447851312,0.0,213.63081517814433
New Mexico,2025-09-13,2025-10-04,3,2.4357968510753287,28.684274673461914,2.4357968510753287,0.0,58.6559421337151
New York,2025-09-13,2025-10-04,3,31.77698589902353,224.8723907470703,31.77698589902353,0.0,472.51877288069943
North Carolina,2025-09-13,2025-10-04,3,1.1977879086137362,111.98529815673828,1.1977879086137362,0.0,220.68493909380047
North Dakota,2025-09-13,2025-10-04,3,2.2978294317946415,4.981879234313965,2.2978294317946415,0.0,12.062133306377993
Ohio,2025-09-13,2025-10-04,3,18.753482071164687,117.93189239501953,18.753482071164687,0.0,249.89574379405607
Oklahoma,2025-09-13,2025-10-04,3,14.222442810953185,58.5050048828125,14.222442810953185,0.0,128.8901452966057
Oregon,2025-09-13,2025-10-04,3,5.484100874272825,42.70491027832031,5.484100874272825,0.0,89.18418698279501
Pennsylvania,2025-09-13,2025-10-04,3,133.5108457620088,146.59291076660156,133.5108457620088,0.0,420.82767125344185
Puerto Rico,2025-09-13,2025-10-04,3,172.68972104613732,37.674556732177734,172.68972104613732,98.84894671755792,246.5304953747167
Rhode Island,2025-09-13,2025-10-04,3,-0.06838190750560888,9.652530670166016,0.0,0.0,18.850230565688054
South Carolina,2025-09-13,2025-10-04,3,32.31481391536967,43.00546646118164,32.31481391536967,0.0,116.6039793176309
South Dakota,2025-09-13,2025-10-04,3,1.7698703951641983,10.41430377960205,1.7698703951641983,0.0,22.181530727243576
Tennessee,2025-09-13,2025-10-04,3,30.164682527762587,41.78116989135742,30.164682527762587,0.0,112.0542707467724
Texas,2025-09-13,2025-10-04,3,129.558012967391,202.0648193359375,129.558012967391,0.0,525.5977814084213
US,2025-09-13,2025-10-04,3,893.2169483084724,3187.15234375,893.2169483084724,0.0,7139.920755300895
Utah,2025-09-13,2025-10-04,3,7.03786862765146,23.697919845581055,7.03786862765146,0.0,53.484938033507326
Vermont,2025-09-13,2025-10-04,3,0.7636837506343337,7.288850784301758,0.7636837506343337,0.0,15.049568776552306
Virginia,2025-09-13,2025-10-04,3,22.853160315322143,71.66788482666016,22.853160315322143,0.0,163.31963342374064
Washington,2025-09-13,2025-10-04,3,5.488172184345716,32.216087341308594,5.488172184345716,0.0,68.6305430961073
West Virginia,2025-09-13,2025-10-04,3,10.435543342049371,30.01868438720703,10.435543342049371,0.0,69.27108360424998
Wisconsin,2025-09-13,2025-10-04,3,8.460830052957077,65.43379211425781,8.460830052957077,0.0,136.7087059687834
Wyoming,2025-09-13,2025-10-04,3,4.685688945075411,5.607298374176025,4.685688945075411,0.0,15.67579180903042
