location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
New York,2025-11-08,2025-12-06,4,176.27658210665575,64.3608169555664,176.27658210665575,50.13169885817072,302.42146535514075
North Carolina,2025-11-08,2025-12-06,4,72.93090648116515,23.591650009155273,72.93090648116515,26.69212212734677,119.16969083498353
North Dakota,2025-11-08,2025-12-06,4,3.3301155949637815,2.348656415939331,3.3301155949637815,0.0,7.933397582263796
Ohio,2025-11-08,2025-12-06,4,87.69310528849259,47.23604965209961,87.69310528849259,0.0,180.27406137855357
Oklahoma,2025-11-08,2025-12-06,4,32.90885289808377,24.55733299255371,32.90885289808377,0.0,81.04034111984627
Oregon,2025-11-08,2025-12-06,4,24.715686683615463,32.71915054321289,24.715686683615463,0.0,88.84404335305688
Pennsylvania,2025-11-08,2025-12-06,4,133.20443612628043,98.05802154541016,133.20443612628043,0.0,325.394626750537
Puerto Rico,2025-11-08,2025-12-06,4,93.70025313043972,20.00090789794922,93.70025313043972,54.499193992356524,132.9013122685229
Rhode Island,2025-11-08,2025-12-06,4,3.144389072346596,4.325034141540527,3.144389072346596,0.0,11.62130022167214
South Carolina,2025-11-08,2025-12-06,4,14.970757178970016,33.659278869628906,14.970757178970016,0.0,80.94173150903273
South Dakota,2025-11-08,2025-12-06,4,7.482939473957358,10.33867073059082,7.482939473957358,0.0,27.746361753933776
Tennessee,2025-11-08,2025-12-06,4,52.753228535862604,21.309879302978516,52.753228535862604,10.986632587129193,94.519824484596
Texas,2025-11-08,2025-12-06,4,407.26295621879166,143.18063354492188,407.26295621879166,126.63407118711717,687.8918412504661
US,2025-11-08,2025-12-06,4,2347.6325359792722,978.8829956054688,2347.6325359792722,429.057119513873,4266.207952444671
Utah,2025-11-08,2025-12-06,4,7.882445161970267,25.53080177307129,7.882445161970267,0.0,57.92189713362135
Vermont,2025-11-08,2025-12-06,4,2.965700916756099,3.1652724742889404,2.965700916756099,0.0,9.169520967618407
Virginia,2025-11-08,2025-12-06,4,112.17908725865635,44.985198974609375,112.17908725865635,24.009717431053787,200.3484570862589
Washington,2025-11-08,2025-12-06,4,34.183503066062094,56.33638381958008,34.183503066062094,0.0,144.6007863716641
West Virginia,2025-11-08,2025-12-06,4,10.741316177653717,20.96038246154785,10.741316177653717,0.0,51.82291090447251
Wisconsin,2025-11-08,2025-12-06,4,39.656148697440436,40.96691131591797,39.656148697440436,0.0,119.94981943448605
Wyoming,2025-11-08,2025-12-06,4,5.121844222298785,1.6692250967025757,5.121844222298785,1.8502231506713471,8.393465293926223
