location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Minnesota,2025-09-13,2025-09-27,2,1.19304229974923,81.43946075439453,1.19304229974923,0.0,160.8114522987257
Mississippi,2025-09-13,2025-09-27,2,20.378019893806435,15.769176483154297,20.378019893806435,0.0,51.28503786664484
Missouri,2025-09-13,2025-09-27,2,8.879859184247477,71.34393310546875,8.879859184247477,0.0,148.71139858640106
Montana,2025-09-13,2025-09-27,2,2.111558185232369,10.385323524475098,2.111558185232369,0.0,22.46641826100014
Nebraska,2025-09-13,2025-09-27,2,1.9071433503094979,16.321603775024414,1.9071433503094979,0.0,33.89689891929034
Nevada,2025-09-13,2025-09-27,2,6.624985933855509,20.5240421295166,6.624985933855509,0.0,46.8513693248908
New Hampshire,2025-09-13,2025-09-27,2,-1.1918721067493547,12.710352897644043,0.0,0.0,23.719961803427285
New Jersey,2025-09-13,2025-09-27,2,17.60997444737656,86.26378631591797,17.60997444737656,0.0,186.6838887966349
New Mexico,2025-09-13,2025-09-27,2,2.1463821234354197,28.485368728637695,2.1463821234354197,0.0,57.976678917908814
New York,2025-09-13,2025-09-27,2,20.661805994834335,214.5871124267578,20.661805994834335,0.0,441.2448178977271
North Carolina,2025-09-13,2025-09-27,2,12.485237661960412,112.3219985961914,12.485237661960412,0.0,232.6323095820541
North Dakota,2025-09-13,2025-09-27,2,2.2450242615371527,6.414495468139648,2.2450242615371527,0.0,14.817204358086258
Ohio,2025-09-13,2025-09-27,2,16.635341695783314,122.16349792480469,16.635341695783314,0.0,256.0713978538341
Oklahoma,2025-09-13,2025-09-27,2,4.949332837873202,47.83042526245117,4.949332837873202,0.0,98.69524371751226
Oregon,2025-09-13,2025-09-27,2,4.135240995488107,39.571434020996094,4.135240995488107,0.0,81.69382649324346
Pennsylvania,2025-09-13,2025-09-27,2,100.25654346736137,106.65328979492188,100.25654346736137,0.0,309.29315029812153
Puerto Rico,2025-09-13,2025-09-27,2,118.77277078501822,48.51005554199219,118.77277078501822,23.69480903467587,213.85073253536058
Rhode Island,2025-09-13,2025-09-27,2,-0.2530302761220373,10.412846565246582,0.0,0.0,20.15577396830287
South Carolina,2025-09-13,2025-09-27,2,25.16746577485246,57.674949645996094,25.16746577485246,0.0,138.20828989116595
South Dakota,2025-09-13,2025-09-27,2,1.3845757184256,13.200309753417969,1.3845757184256,0.0,27.256707419897623
Tennessee,2025-09-13,2025-09-27,2,32.79171642113529,42.728214263916016,32.79171642113529,0.0,116.53747750212129
Texas,2025-09-13,2025-09-27,2,106.27275073391283,215.88839721679688,106.27275073391283,0.0,529.4062339589119
US,2025-09-13,2025-09-27,2,983.1151424053655,3582.659912109375,983.1151424053655,0.0,8004.999538995176
Utah,2025-09-13,2025-09-27,2,2.9420091530230654,22.04144859313965,2.9420091530230654,0.0,46.14245456266782
Vermont,2025-09-13,2025-09-27,2,1.4762108416405255,9.48147964477539,1.4762108416405255,0.0,20.059569465549917
Virginia,2025-09-13,2025-09-27,2,22.315138376529195,78.48326873779297,22.315138376529195,0.0,176.13951849158178
Washington,2025-09-13,2025-09-27,2,4.620427619893104,57.93431854248047,4.620427619893104,0.0,118.16960543202586
West Virginia,2025-09-13,2025-09-27,2,10.540672976615621,29.807540893554688,10.540672976615621,0.0,68.96237959568766
Wisconsin,2025-09-13,2025-09-27,2,13.502376930724587,57.348690032958984,13.502376930724587,0.0,125.90374395587537
Wyoming,2025-09-13,2025-09-27,2,1.45501763286601,6.159977912902832,1.45501763286601,0.0,13.52835248771777
