location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Nevada,2025-09-13,2025-10-11,4,3.9882800666715683,17.719379425048828,3.9882800666715683,0.0,38.71762556816732
New Hampshire,2025-09-13,2025-10-11,4,-1.6421169609695976,12.365632057189941,0.0,0.0,22.594076517196623
New Jersey,2025-09-13,2025-10-11,4,88.53114978980085,88.02732849121094,88.53114978980085,0.0,261.0615432878509
New Mexico,2025-09-13,2025-10-11,4,-0.6046856511785872,26.770299911499023,0.0,0.0,51.8641380306953
New York,2025-09-13,2025-10-11,4,48.234578527753456,214.3483123779297,48.234578527753456,0.0,468.3495509354367
North Carolina,2025-09-13,2025-10-11,4,11.078632351699746,106.6740951538086,11.078632351699746,0.0,220.1560169365633
North Dakota,2025-09-13,2025-10-11,4,2.7735863843131776,7.830031871795654,2.7735863843131776,0.0,18.120166850833407
Ohio,2025-09-13,2025-10-11,4,24.513166705020478,104.8906478881836,24.513166705020478,0.0,230.09505888093258
Oklahoma,2025-09-13,2025-10-11,4,26.585449925250302,51.502403259277344,26.585449925250302,0.0,127.52830543069219
Oregon,2025-09-13,2025-10-11,4,-5.178859266608814,34.91448211669922,0.0,0.0,63.25226822098945
Pennsylvania,2025-09-13,2025-10-11,4,148.58747550826922,121.92402648925781,148.58747550826922,0.0,387.5541762773221
Puerto Rico,2025-09-13,2025-10-11,4,106.40535724737451,37.20144271850586,106.40535724737451,33.491869346173175,179.31884514857583
Rhode Island,2025-09-13,2025-10-11,4,0.07230653072579259,9.98548698425293,0.07230653072579259,0.0,19.643501387955013
South Carolina,2025-09-13,2025-10-11,4,38.29211862394397,42.21883773803711,38.29211862394397,0.0,121.0395200596372
South Dakota,2025-09-13,2025-10-11,4,2.0916874600931425,6.378323554992676,2.0916874600931425,0.0,14.59297190962227
Tennessee,2025-09-13,2025-10-11,4,56.07895933447999,30.89261817932129,56.07895933447999,0.0,116.62737835409706
Texas,2025-09-13,2025-10-11,4,121.07804378650245,176.24078369140625,121.07804378650245,0.0,466.50363242877285
US,2025-09-13,2025-10-11,4,931.7492137714734,2506.19970703125,931.7492137714734,0.0,5843.8103776175585
Utah,2025-09-13,2025-10-11,4,3.3018127886126782,20.944141387939453,3.3018127886126782,0.0,44.35157559608875
Vermont,2025-09-13,2025-10-11,4,-0.6236992272458365,9.021108627319336,0.0,0.0,17.057348782923626
Virginia,2025-09-13,2025-10-11,4,28.65333400037447,79.51972961425781,28.65333400037447,0.0,184.50914010468296
Washington,2025-09-13,2025-10-11,4,19.789110702762997,41.6236572265625,19.789110702762997,0.0,101.36997977166585
West Virginia,2025-09-13,2025-10-11,4,25.699366305848944,30.354429244995117,25.699366305848944,0.0,85.19295439730872
Wisconsin,2025-09-13,2025-10-11,4,13.1336420985583,62.029151916503906,13.1336420985583,0.0,134.70854584646963
Wyoming,2025-09-13,2025-10-11,4,5.835160043113914,4.760335922241211,5.835160043113914,0.0,15.165247005018951
