location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
North Dakota,2025-09-20,2025-10-04,2,1.332996036186024,3.848156213760376,1.332996036186024,0.0,8.875243622040378
Ohio,2025-09-20,2025-10-04,2,1.7792986112981115,95.21641540527344,1.7792986112981115,0.0,188.40004354263883
Oklahoma,2025-09-20,2025-10-04,2,3.7316565346838355,53.450496673583984,3.7316565346838355,0.0,108.4927049706864
Oregon,2025-09-20,2025-10-04,2,5.189570069563574,41.154109954833984,5.189570069563574,0.0,85.8501433968395
Pennsylvania,2025-09-20,2025-10-04,2,95.36939255748634,93.74706268310547,95.36939255748634,0.0,279.11025907279196
Puerto Rico,2025-09-20,2025-10-04,2,94.5212973404653,37.426429748535156,94.5212973404653,21.166842963417906,167.87575171751268
Rhode Island,2025-09-20,2025-10-04,2,-0.017521575825723928,10.824697494506836,0.0,0.0,21.198495656948634
South Carolina,2025-09-20,2025-10-04,2,10.825859464665252,42.656280517578125,10.825859464665252,0.0,94.43063299355596
South Dakota,2025-09-20,2025-10-04,2,2.571310923910852,10.024306297302246,2.571310923910852,0.0,22.218590236621317
Tennessee,2025-09-20,2025-10-04,2,25.566058746431004,28.982463836669922,25.566058746431004,0.0,82.37064404953861
Texas,2025-09-20,2025-10-04,2,86.55210027164989,203.9571990966797,86.55210027164989,0.0,486.30086488880727
US,2025-09-20,2025-10-04,2,716.0029337479801,3123.5107421875,716.0029337479801,0.0,6837.9714937594545
Utah,2025-09-20,2025-10-04,2,2.592170120080759,24.292705535888672,2.592170120080759,0.0,50.20499805745935
Vermont,2025-09-20,2025-10-04,2,0.2763990836699409,6.720552444458008,0.2763990836699409,0.0,13.44843983102026
Virginia,2025-09-20,2025-10-04,2,15.851539620323116,83.77945709228516,15.851539620323116,0.0,180.0562581655208
Washington,2025-09-20,2025-10-04,2,5.9429018014878485,44.167083740234375,5.9429018014878485,0.0,92.50879523451185
West Virginia,2025-09-20,2025-10-04,2,1.85985163247243,23.00149917602539,1.85985163247243,0.0,46.941961607909924
Wisconsin,2025-09-20,2025-10-04,2,14.737395568484184,66.16114807128906,14.737395568484184,0.0,144.4108629640324
Wyoming,2025-09-20,2025-10-04,2,0.5842019240248969,6.4332275390625,0.5842019240248969,0.0,13.19309620493864
