location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Tennessee,2025-11-08,2025-11-22,2,53.43353913555362,24.15141487121582,53.43353913555362,6.097635812285539,100.7694424588217
Texas,2025-11-08,2025-11-22,2,304.874569689515,100.81930541992188,304.874569689515,107.2723621201242,502.4767772589057
US,2025-11-08,2025-11-22,2,1669.949515571618,1558.4249267578125,1669.949515571618,0.0,4724.4062446264015
Utah,2025-11-08,2025-11-22,2,2.305481010357593,23.224178314208984,2.305481010357593,0.0,47.82403407674335
Vermont,2025-11-08,2025-11-22,2,1.0414247076949308,3.7532949447631836,1.0414247076949308,0.0,8.397747622787023
Virginia,2025-11-08,2025-11-22,2,49.59753418521353,47.302337646484375,49.59753418521353,0.0,142.30841235687603
Washington,2025-11-08,2025-11-22,2,8.657839569079579,42.65655517578125,8.657839569079579,0.0,92.26315141815647
West Virginia,2025-11-08,2025-11-22,2,1.141303889362757,22.92563247680664,1.141303889362757,0.0,46.07471786670557
Wisconsin,2025-11-08,2025-11-22,2,22.756703811545897,36.22138595581055,22.756703811545897,0.0,93.74931575505948
Wyoming,2025-11-08,2025-11-22,2,3.3596078937244016,2.11898136138916,3.3596078937244016,0.0,7.5127350459588085
