location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
Montana,2025-11-08,2025-11-29,3,3.4000650531053522,8.237693786621094,3.4000650531053522,0.0,19.545648190552075
Nebraska,2025-11-08,2025-11-29,3,5.039121403020674,13.971216201782227,5.039121403020674,0.0,32.422201978736325
Nevada,2025-11-08,2025-11-29,3,24.67698418843868,12.99747371673584,24.67698418843868,0.0,50.15156456324688
New Hampshire,2025-11-08,2025-11-29,3,3.2211914851249017,12.397297859191895,3.2211914851249017,0.0,27.519448794756528
New Jersey,2025-11-08,2025-11-29,3,57.17443853090341,22.53505516052246,57.17443853090341,13.006542026655886,101.34233503515091
New Mexico,2025-11-08,2025-11-29,3,13.85058883854454,14.428693771362305,13.85058883854454,0.0,42.13030897437206
New York,2025-11-08,2025-11-29,3,78.29532692724638,76.60458374023438,78.29532692724638,0.0,228.43755210878837
North Carolina,2025-11-08,2025-11-29,3,39.457310359363284,20.536645889282227,39.457310359363284,0.0,79.708396665609
North Dakota,2025-11-08,2025-11-29,3,2.7515902515179578,4.867110252380371,2.7515902515179578,0.0,12.290951054969138
Ohio,2025-11-08,2025-11-29,3,40.942967336908694,54.589820861816406,40.942967336908694,0.0,147.93705014856215
Oklahoma,2025-11-08,2025-11-29,3,34.17314029934296,43.08808517456055,34.17314029934296,0.0,118.62423540427588
Oregon,2025-11-08,2025-11-29,3,10.501189352432014,26.875036239624023,10.501189352432014,0.0,63.17529246530387
Pennsylvania,2025-11-08,2025-11-29,3,133.29496574113045,76.20437622070312,133.29496574113045,0.0,282.6527985980491
Puerto Rico,2025-11-08,2025-11-29,3,85.90018032975148,11.82109260559082,85.90018032975148,62.73126456488072,109.06909609462224
Rhode Island,2025-11-08,2025-11-29,3,0.11937200447465572,6.958034992218018,0.11937200447465572,0.0,13.756869992391405
South Carolina,2025-11-08,2025-11-29,3,10.307949794665086,44.09910202026367,10.307949794665086,0.0,96.74060150493942
South Dakota,2025-11-08,2025-11-29,3,5.756316355808611,8.845369338989258,5.756316355808611,0.0,23.092921690182422
Tennessee,2025-11-08,2025-11-29,3,50.22470291539522,15.757713317871094,50.22470291539522,19.340152333660708,81.10925349712973
Texas,2025-11-08,2025-11-29,3,385.66891826433147,147.5533447265625,385.66891826433147,96.46967680184576,674.8681597268171
US,2025-11-08,2025-11-29,3,1801.265328759337,2416.3994140625,1801.265328759337,0.0,6537.321152585526
Utah,2025-11-08,2025-11-29,3,5.655532343803857,25.996261596679688,5.655532343803857,0.0,56.60726880597776
Vermont,2025-11-08,2025-11-29,3,2.674567217505703,2.540834665298462,2.674567217505703,0.0,7.654511652161571
Virginia,2025-11-08,2025-11-29,3,74.34548961269589,35.610477447509766,74.34548961269589,4.550236343300895,144.14074288209088
Washington,2025-11-08,2025-11-29,3,21.2211783938977,41.04024124145508,21.2211783938977,0.0,101.65857314398505
West Virginia,2025-11-08,2025-11-29,3,0.7481777808096002,20.30443000793457,0.7481777808096002,0.0,40.54412932297568
Wisconsin,2025-11-08,2025-11-29,3,34.262626861598015,53.86339569091797,34.262626861598015,0.0,139.8329425008272
Wyoming,2025-11-08,2025-11-29,3,7.037723237616794,2.8144216537475586,7.037723237616794,1.5215581589619198,12.553888316271667
