location,forecast_date,target_date,horizon,mu,sigma,median_forecast,lower_95,upper_95
New Hampshire,2025-09-20,2025-10-11,3,3.569258153765135,12.935379981994629,3.569258153765135,0.0,28.922137044814978
New Jersey,2025-09-20,2025-10-11,3,12.679967169788045,97.31771087646484,12.679967169788045,0.0,203.41917554554104
New Mexico,2025-09-20,2025-10-11,3,0.8062874444247974,20.486251831054688,0.8062874444247974,0.0,40.95860321150972
New York,2025-09-20,2025-10-11,3,15.40611737894064,227.3170623779297,15.40611737894064,0.0,460.9393727111277
North Carolina,2025-09-20,2025-10-11,3,19.7234474649436,93.4527587890625,19.7234474649436,0.0,202.8874889474151
North Dakota,2025-09-20,2025-10-11,3,2.39215659733409,3.946326732635498,2.39215659733409,0.0,10.126814864527294
Ohio,2025-09-20,2025-10-11,3,27.79984364208268,100.0218505859375,27.79984364208268,0.0,223.8390684575667
Oklahoma,2025-09-20,2025-10-11,3,7.071746265216646,41.86499786376953,7.071746265216646,0.0,89.12563429105123
Oregon,2025-09-20,2025-10-11,3,-0.3899345707530268,38.58197784423828,0.0,0.0,75.22935245627632
Pennsylvania,2025-09-20,2025-10-11,3,147.51734500412937,79.67652130126953,147.51734500412937,0.0,303.6804571680561
Puerto Rico,2025-09-20,2025-10-11,3,69.27163299877695,20.589570999145508,69.27163299877695,28.91681538332137,109.62645061423252
Rhode Island,2025-09-20,2025-10-11,3,0.8963311929913219,8.530435562133789,0.8963311929913219,0.0,17.61567766721324
South Carolina,2025-09-20,2025-10-11,3,6.043455970299557,44.63187789916992,6.043455970299557,0.0,93.52032921506182
South Dakota,2025-09-20,2025-10-11,3,1.2885279252351616,9.35736083984375,1.2885279252351616,0.0,19.628618161674385
Tennessee,2025-09-20,2025-10-11,3,43.07279439790995,35.584346771240234,43.07279439790995,0.0,112.81683248292498
Texas,2025-09-20,2025-10-11,3,140.83420213015071,170.30166625976562,140.83420213015071,0.0,474.6193345064514
US,2025-09-20,2025-10-11,3,751.199506287246,3370.26123046875,751.199506287246,0.0,7356.790136497642
Utah,2025-09-20,2025-10-11,3,2.017935621406698,23.06169891357422,2.017935621406698,0.0,47.218034914318665
Vermont,2025-09-20,2025-10-11,3,0.6190455131054327,8.237936973571777,0.6190455131054327,0.0,16.765105288217008
Virginia,2025-09-20,2025-10-11,3,26.809967474439244,63.847869873046875,26.809967474439244,0.0,151.94949291521107
Washington,2025-09-20,2025-10-11,3,6.937397199444475,41.29918670654297,6.937397199444475,0.0,87.88231573506407
West Virginia,2025-09-20,2025-10-11,3,-0.39910926241088085,22.802316665649414,0.0,0.0,44.29261016633942
Wisconsin,2025-09-20,2025-10-11,3,21.11480843483346,54.94440841674805,21.11480843483346,0.0,128.80387008351903
Wyoming,2025-09-20,2025-10-11,3,2.037086651466126,6.413656711578369,2.037086651466126,0.0,14.607622815363326
